"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_ADHD","p_ASD","p_ADHD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1142,7,46247336,47253454,TRUE,284,2857,NA,0.000127068,NA,0.124461,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1143,7,47253455,48363585,TRUE,389,2612,0.000143597,0.000146013,0.39698,0.12638,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1144,7,48363586,48984625,TRUE,167,1819,0.000549271,0.000350999,0.0861797,9.83936e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1145,7,48984626,49632426,TRUE,169,1908,0.000132926,0.00045591,0.356685,1.83128e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1146,7,49632427,50894508,TRUE,277,2973,0.000259463,0.000151754,0.297338,0.0819276,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1147,7,50894509,51951647,TRUE,288,2302,NA,0.000421963,NA,0.000199286,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1148,7,51951648,52635123,TRUE,158,2338,0.000533873,0.000330424,0.0864359,0.000136465,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1149,7,52635124,53176523,TRUE,156,2245,0.000677303,3.52413e-05,0.0437675,0.318364,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1150,7,53176524,54086987,TRUE,167,2918,0.000742284,0.000180188,0.0356171,0.0196438,TRUE,0.709085,0.709085,FALSE,-0.11366,1,0.0973942,2,NA
1151,7,54086988,54550500,TRUE,67,1752,NA,0.000171023,NA,0.00231994,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1152,7,54550501,55161394,TRUE,144,1612,NA,0.000320403,NA,0.000140691,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1153,7,55161395,56303513,TRUE,253,2999,NA,2.80187e-05,NA,0.390284,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1154,7,56303514,57383657,TRUE,76,1923,NA,3.70863e-05,NA,0.244957,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1155,7,57383658,61969717,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1156,7,61969718,63311297,TRUE,29,468,6.49845e-05,NA,0.31934,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
1157,7,63311298,64216135,TRUE,90,2393,0.000153599,9.3927e-05,0.28545,0.0728292,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1158,7,64216136,65294277,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1159,7,65294278,66453993,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1160,7,66453994,66914875,TRUE,73,1539,0.000117014,3.64339e-05,0.310964,0.243415,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1161,7,66914876,67474722,TRUE,157,1859,NA,0.000238543,NA,0.00326247,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1162,7,67474723,68569224,TRUE,343,3522,0.00031211,0.000422924,0.284247,0.000624139,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1163,7,68569225,70144614,TRUE,261,2590,0.000137383,0.000487151,0.379943,1.69327e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1164,7,70144615,71215741,TRUE,329,2939,0.000175901,0.000175686,0.366462,0.0709477,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1165,7,71215742,73128830,TRUE,255,2679,NA,0.000216363,NA,0.0255505,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1166,7,73128831,75243899,TRUE,136,1115,0.000124814,0.000372802,0.349655,1.99293e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1167,7,75243900,76451928,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1168,7,76451929,77663964,TRUE,205,2152,NA,8.95411e-05,NA,0.170069,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1169,7,77663965,78685009,TRUE,333,2978,0.000298174,0.000312769,0.289725,0.0059292,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1170,7,78685010,80055721,TRUE,195,2611,NA,0.000175861,NA,0.0332548,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1171,7,80055722,81533566,TRUE,289,2607,NA,0.000209374,NA,0.0335774,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1172,7,81533567,82759283,TRUE,301,2718,0.000398644,0.000556559,0.221986,6.32013e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1173,7,82759284,83953009,TRUE,233,2830,NA,0.00040711,NA,0.000139279,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1174,7,83953010,85356715,TRUE,142,2120,5.35161e-05,9.77894e-05,0.426277,0.105799,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1175,7,85356716,86446538,TRUE,110,2318,1.25177e-05,NA,0.46653,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
1176,7,86446539,87836641,TRUE,178,2165,NA,8.05994e-05,NA,0.170931,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1177,7,87836642,89330087,TRUE,258,3255,NA,0.000332292,NA,0.00152132,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1178,7,89330088,90660831,TRUE,188,3316,NA,0.00022937,NA,0.0074345,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1179,7,90660832,92530165,TRUE,233,2184,NA,0.000155173,NA,0.0632006,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1180,7,92530166,93691725,TRUE,215,2003,NA,0.000103231,NA,0.138062,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1181,7,93691726,95174847,TRUE,268,2171,NA,0.000510975,NA,8.94086e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1182,7,95174848,96564981,TRUE,274,2611,NA,7.77956e-05,NA,0.22924,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1183,7,96564982,97420207,TRUE,192,1607,0.000121216,0.000181539,0.375267,0.0271296,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1184,7,97420208,98173564,TRUE,118,1505,5.13798e-05,0.000150126,0.421783,0.0225742,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1185,7,98173565,99465540,TRUE,151,1993,NA,0.000140625,NA,0.0455812,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1186,7,99465541,100849307,TRUE,267,2042,NA,0.000255751,NA,0.0116609,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1187,7,100849308,101950748,TRUE,316,2880,NA,0.000291125,NA,0.00829122,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1188,7,101950749,103191322,TRUE,117,1549,0.000163066,3.91538e-05,0.299003,0.278584,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1189,7,103191323,104109231,TRUE,238,2537,NA,0.0002078,NA,0.0221641,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1190,7,104109232,105312563,TRUE,297,2123,NA,0.000428539,NA,0.000215581,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1191,7,105312564,106399739,TRUE,396,2462,4.44123e-05,0.000514727,0.461481,0.000106267,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1192,7,106399740,107658603,TRUE,238,2049,0.00047362,0.000313036,0.15683,0.00179323,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1193,7,107658604,109095558,TRUE,264,3059,0.000239184,0.000463595,0.306817,4.55099e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1194,7,109095559,110479479,TRUE,290,2795,0.000299249,0.000470751,0.276013,6.09495e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1195,7,110479480,111795299,TRUE,243,1815,NA,0.000366347,NA,0.000487487,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1196,7,111795300,113339386,TRUE,226,2673,0.000457388,0.000139505,0.158868,0.080842,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1197,7,113339387,115321301,TRUE,262,2669,NA,0.000850543,NA,1.07899e-11,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1198,7,115321302,116835336,TRUE,217,2383,NA,0.000428908,NA,3.0511e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1199,7,116835337,118342090,TRUE,171,2475,NA,0.000166498,NA,0.0294499,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1200,7,118342091,119568236,TRUE,58,1751,NA,2.68138e-05,NA,0.281232,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1201,7,119568237,121042050,TRUE,139,2170,NA,8.10248e-05,NA,0.143664,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1202,7,121042051,121946052,TRUE,142,1792,NA,0.000300939,NA,0.000242001,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1203,7,121946053,123859746,TRUE,329,3512,0.000216384,0.000586029,0.339772,3.44923e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1204,7,123859747,125389586,TRUE,173,3344,0.000794743,0.000430733,0.0292714,7.67941e-06,TRUE,0.486795,0.486795,FALSE,-0.11009,1,0.108022,2,NA
1205,7,125389587,126640872,TRUE,166,3100,NA,0.000428783,NA,4.40193e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1206,7,126640873,127903738,TRUE,238,2288,0.000513086,0.000553312,0.138625,7.34889e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1207,7,127903739,128779173,TRUE,174,1961,0.000599543,0.000150386,0.0731028,0.0446916,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1208,7,128779174,130418704,TRUE,374,3127,0.000827305,0.000383789,0.0834783,0.00195065,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1209,7,130418705,131856481,TRUE,382,2730,NA,0.000477811,NA,0.000235198,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1210,7,131856482,133807216,TRUE,364,3146,0.000448552,0.000740914,0.217326,6.60391e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1211,7,133807217,134943221,TRUE,256,2622,NA,0.000577349,NA,6.15594e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1212,7,134943222,136113467,TRUE,295,2663,NA,3.09307e-05,NA,0.380571,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1213,7,136113468,137657459,TRUE,277,2565,NA,0.000389274,NA,0.000471664,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1214,7,137657460,138755107,TRUE,340,2222,4.872e-05,0.000275645,0.455426,0.0148423,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1215,7,138755108,140217630,TRUE,345,2561,0.000710125,4.10515e-05,0.107255,0.35995,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1216,7,140217631,142098979,TRUE,251,2695,0.000317095,0.00015663,0.250347,0.06925,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1217,7,142098980,144324464,TRUE,235,3116,0.000343521,0.000338171,0.226841,0.00216808,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1218,7,144324465,145415775,TRUE,201,2498,7.38654e-05,NA,0.419561,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
1219,7,145415776,146574327,TRUE,166,2395,NA,0.00012156,NA,0.0781472,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1220,7,146574328,147352171,TRUE,157,2073,0.000418261,1.57533e-05,0.137932,0.408444,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1221,7,147352172,148622913,TRUE,346,3058,NA,0.000394123,NA,0.00114038,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1222,7,148622914,149842999,TRUE,215,2034,NA,0.000185933,NA,0.0312469,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1223,7,149843000,150897818,TRUE,268,2248,NA,0.000462042,NA,3.75902e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1224,7,150897819,152253294,TRUE,309,1763,NA,0.000290458,NA,0.00971889,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1225,7,152253295,153241228,TRUE,273,2490,NA,3.33706e-05,NA,0.369006,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1226,7,153241229,154407487,TRUE,297,2248,NA,0.000132572,NA,0.121825,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1227,7,154407488,155280610,TRUE,311,2246,NA,0.000187883,NA,0.0564181,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1228,7,155280611,156344386,TRUE,362,2463,NA,0.00042159,NA,0.000748385,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1229,7,156344387,157199331,TRUE,222,2277,NA,6.70425e-05,NA,0.240845,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1230,7,157199332,158031247,TRUE,306,2187,NA,0.000396497,NA,0.000748176,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1231,7,158031248,159128566,TRUE,242,2549,NA,0.000154664,NA,0.0698684,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1232,8,11740,660414,TRUE,238,1667,0.000550317,0.000360002,0.12289,0.000577754,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1233,8,660415,1161824,TRUE,280,1669,0.000203707,0.000694939,0.336235,3.98006e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1234,8,1161825,1628039,TRUE,295,1699,NA,0.000709588,NA,2.80143e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1235,8,1628040,2070902,TRUE,308,1276,NA,0.000547856,NA,2.21404e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1236,8,2070903,2396122,TRUE,136,1183,NA,5.64294e-05,NA,0.250176,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1237,8,2396123,2970491,TRUE,326,2040,NA,0.000442112,NA,0.000319777,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1238,8,2970492,3386667,TRUE,320,2237,0.00019854,2.52129e-05,0.349496,0.404243,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1239,8,3386668,3787248,TRUE,346,2391,NA,0.000609756,NA,3.5231e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1240,8,3787249,4273083,TRUE,468,2607,NA,0.000199091,NA,0.0822342,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1241,8,4273084,4893120,TRUE,521,2665,NA,0.000401491,NA,0.00481267,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1242,8,4893121,5566269,TRUE,387,3055,NA,0.000200037,NA,0.0599263,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1243,8,5566270,6019163,TRUE,253,2302,NA,0.000253658,NA,0.00983399,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1244,8,6019164,6663427,TRUE,354,2463,4.88715e-05,0.000167712,0.456206,0.0890499,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1245,8,6663428,8064600,TRUE,178,904,NA,0.000210775,NA,0.0132185,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1246,8,8064601,8589770,TRUE,189,1604,NA,0.000128426,NA,0.0796247,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1247,8,8589771,9167795,TRUE,236,1763,0.000499303,0.000412729,0.143845,8.83621e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1248,8,9167796,9835863,TRUE,214,1891,NA,0.000521284,NA,8.99151e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1249,8,9835864,10478851,TRUE,323,1997,0.000312898,0.000321106,0.278071,0.00451236,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1250,8,10478852,11466761,TRUE,287,2485,0.000432756,0.000717193,0.198645,8.43089e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1251,8,11466762,12296849,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1252,8,12296850,12947935,TRUE,143,1262,NA,0.000421837,NA,2.00963e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1253,8,12947936,13395051,TRUE,153,1630,NA,0.000126849,NA,0.0657174,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1254,8,13395052,13948095,TRUE,231,3012,0.000275908,0.000559002,0.269159,4.10275e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1255,8,13948096,14389305,TRUE,164,1749,6.29631e-05,0.000311651,0.421927,0.000360794,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1256,8,14389306,14872767,TRUE,207,1853,NA,0.000161739,NA,0.0472323,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1257,8,14872768,15359692,TRUE,214,1894,NA,0.00010158,NA,0.139809,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1258,8,15359693,15999328,TRUE,261,2195,0.00072807,0.000271338,0.0738617,0.00692902,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1259,8,15999329,16988030,TRUE,270,2615,NA,0.000111428,NA,0.167675,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1260,8,16988031,17492672,TRUE,261,1655,NA,0.000116127,NA,0.136378,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1261,8,17492673,17947004,TRUE,160,1794,NA,0.000200636,NA,0.0109112,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1262,8,17947005,18668609,TRUE,339,2708,0.000125592,0.000368348,0.402111,0.00231534,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1263,8,18668610,19488888,TRUE,375,2524,0.000126625,0.00028787,0.40612,0.0140267,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1264,8,19488889,20135628,TRUE,308,1902,NA,0.00070161,NA,3.4304e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1265,8,20135629,20812107,TRUE,234,1851,0.000150369,0.000285228,0.363239,0.00334353,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1266,8,20812108,21650453,TRUE,253,1987,0.000957905,0.000351527,0.0287329,0.000850628,TRUE,-0.129776,-0.129776,FALSE,-1,0.52935,0.700491,2,NA
1267,8,21650454,22895018,TRUE,365,2247,0.000279699,0.000472424,0.308896,0.000281848,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1268,8,22895019,23788494,TRUE,331,2597,NA,0.000421546,NA,0.000492347,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1269,8,23788495,24863243,TRUE,212,2194,0.000292932,0.000593841,0.248826,7.03161e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1270,8,24863244,25859277,TRUE,265,2126,NA,7.22291e-05,NA,0.241098,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1271,8,25859278,26679135,TRUE,311,2538,NA,0.000266751,NA,0.0122502,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1272,8,26679136,27406511,TRUE,207,2208,0.000106239,0.000278725,0.392486,0.00298305,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1273,8,27406512,28344176,TRUE,275,2253,NA,8.25474e-05,NA,0.2167,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1274,8,28344177,29744540,TRUE,281,2212,NA,0.000135382,NA,0.10961,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1275,8,29744541,31134786,TRUE,214,2436,NA,0.000253299,NA,0.00599485,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1276,8,31134787,32454962,TRUE,280,3320,NA,0.000423865,NA,0.000155149,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1277,8,32454963,33982537,TRUE,231,2529,NA,0.000526505,NA,1.54214e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1278,8,33982538,34792220,TRUE,86,1792,3.68569e-05,0.000194661,0.428504,0.00463075,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1279,8,34792221,36641174,TRUE,168,1785,NA,0.000261339,NA,0.00266656,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1280,8,36641175,38803980,TRUE,416,2750,NA,0.000168548,NA,0.104857,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1281,8,38803981,40179577,TRUE,273,2653,NA,0.000133358,NA,0.110709,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1282,8,40179578,40974254,TRUE,208,2289,0.000147682,0.000162966,0.35769,0.044512,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1283,8,40974255,41725002,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1284,8,41725003,43825633,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1285,8,43825634,49044813,TRUE,48,1634,0.000270432,3.82087e-05,0.10577,0.195382,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1286,8,49044814,50288660,TRUE,141,2132,0.00068425,0.000132004,0.0356778,0.0489922,TRUE,-0.174593,-0.174593,FALSE,-1,0.81323,0.713901,2,NA
1287,8,50288661,51461455,TRUE,68,2217,2.99301e-05,4.73149e-05,0.430435,0.181777,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1288,8,51461456,52326236,TRUE,89,1991,0.000269085,0.000198887,0.17257,0.00204727,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1289,8,52326237,53108910,TRUE,114,1852,9.99875e-05,NA,0.364332,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
1290,8,53108911,54119373,TRUE,152,2123,NA,0.000327959,NA,0.000142966,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1291,8,54119374,55275354,TRUE,163,2239,NA,0.000288227,NA,0.000743485,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1292,8,55275355,56346878,TRUE,232,2296,NA,0.000420514,NA,8.62052e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1293,8,56346879,57436722,TRUE,244,2453,0.000241676,0.000413463,0.298161,0.000129397,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1294,8,57436723,58675117,TRUE,264,3219,NA,0.000143033,NA,0.0911899,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1295,8,58675118,59555977,TRUE,205,2078,0.000160843,0.000189109,0.345797,0.0274775,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1296,8,59555978,60476248,TRUE,187,1603,0.000449534,0.000251491,0.141322,0.00467523,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1297,8,60476249,61324889,TRUE,112,1749,4.47378e-05,0.000298604,0.427713,9.14269e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1298,8,61324890,62330900,TRUE,219,1842,0.000278215,0.000207969,0.262282,0.0194699,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1299,8,62330901,63253462,TRUE,176,2184,NA,6.34846e-05,NA,0.226118,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1300,8,63253463,64215358,TRUE,147,2348,NA,7.95834e-05,NA,0.153339,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1301,8,64215359,66018204,TRUE,264,2733,NA,0.000634995,NA,9.63181e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1302,8,66018205,66960438,TRUE,148,1901,NA,0.000316308,NA,0.000189701,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1303,8,66960439,68683823,TRUE,237,2290,NA,0.000439102,NA,3.52896e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1304,8,68683824,70004665,TRUE,395,2986,NA,0.000191958,NA,0.0708146,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1305,8,70004666,70872088,TRUE,214,1685,0.000571574,0.000448116,0.103151,1.51499e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1306,8,70872089,72013184,TRUE,137,2004,NA,4.81847e-05,NA,0.254518,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1307,8,72013185,72917489,TRUE,318,2057,0.000637955,0.000154094,0.122024,0.0935775,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1308,8,72917490,73838027,TRUE,201,2107,NA,0.000213258,NA,0.0132322,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1309,8,73838028,75011699,TRUE,331,2423,NA,0.000313624,NA,0.00584165,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1310,8,75011700,76295483,TRUE,310,2903,NA,0.000427348,NA,0.000325493,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1311,8,76295484,77377989,TRUE,164,2556,NA,0.00031452,NA,0.000359544,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1312,8,77377990,78633659,TRUE,163,2586,5.22299e-05,5.18788e-05,0.432382,0.259563,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1313,8,78633660,79756169,TRUE,138,2537,0.000108525,7.21348e-05,0.36722,0.170358,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1314,8,79756170,81340231,TRUE,334,3247,NA,0.000876781,NA,1.17629e-10,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1315,8,81340232,82878769,TRUE,292,2727,0.000741381,0.000309951,0.0810571,0.00507773,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1316,8,82878770,83730337,TRUE,155,2103,NA,0.000199486,NA,0.00987016,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1317,8,83730338,85116734,TRUE,195,3480,NA,0.00016881,NA,0.0356604,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1318,8,85116735,86251870,TRUE,110,1743,NA,0.00020146,NA,0.00340397,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1319,8,86251871,87563145,TRUE,113,1661,6.06868e-05,0.000269204,0.409101,0.000286538,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1320,8,87563146,89081177,TRUE,283,3139,NA,0.000502301,NA,2.0661e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1321,8,89081178,90364149,TRUE,168,2766,NA,0.000248923,NA,0.00294856,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1322,8,90364150,91457962,TRUE,168,1886,NA,4.58196e-05,NA,0.283185,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1323,8,91457963,92876620,TRUE,130,1930,NA,0.000246674,NA,0.00136953,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1324,8,92876621,94999066,TRUE,390,3209,0.000308692,0.000820661,0.298016,7.87068e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1325,8,94999067,96175630,TRUE,263,2890,NA,0.000144045,NA,0.0879225,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1326,8,96175631,96900513,TRUE,281,1914,0.00081649,0.000598945,0.0595166,6.26248e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1327,8,96900514,98132519,TRUE,268,1990,NA,0.000100224,NA,0.169122,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1328,8,98132520,99388944,TRUE,347,2610,NA,0.000333892,NA,0.00443737,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1329,8,99388945,101448439,TRUE,171,2430,NA,0.000367398,NA,7.33806e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1330,8,101448440,102548680,TRUE,257,1831,0.000117499,0.000117042,0.39438,0.132056,FALSE,NA,NA,NA,NA,NA,NA,2,NA
