"locus","chr","start","stop","processed","K","n_snps","h2_MDD","h2_BIP","p_MDD","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1159,7,65294278,66453993,TRUE,57,2303,5.31759e-05,3.29724e-05,0.193079,0.111896,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1160,7,66453994,66914875,TRUE,83,1572,NA,5.48918e-05,NA,0.0509174,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1161,7,66914876,67474722,TRUE,172,1922,1.12187e-05,6.19665e-05,0.44483,0.0957405,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1162,7,67474723,68569224,TRUE,391,3618,0.000895998,0.000216917,5.09701e-07,0.00203855,TRUE,-0.17469,-0.17469,FALSE,-0.82091,0.27438,0.428678,2,NA
1163,7,68569225,70144614,TRUE,320,2831,7.54423e-05,0.000117461,0.300339,0.0385101,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1164,7,70144615,71215741,TRUE,354,3008,0.000296213,0.000316226,0.0336489,8.39867e-06,TRUE,0.567558,0.567558,FALSE,-0.00199,1,0.0506515,2,NA
1165,7,71215742,73128830,TRUE,327,2857,0.000667143,0.000363551,3.26387e-05,3.83588e-07,TRUE,0.0730358,0.0730358,FALSE,-0.34079,0.46009,0.702265,2,NA
1166,7,73128831,75243899,TRUE,310,1640,0.00053327,8.0965e-05,0.000414025,0.100855,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1167,7,75243900,76451928,TRUE,267,2223,0.000582286,0.000121938,5.50099e-05,0.0221429,TRUE,0.488143,0.488143,FALSE,-0.11268,1,0.0981728,2,NA
1168,7,76451929,77663964,TRUE,241,2248,NA,4.32006e-05,NA,0.213192,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1169,7,77663965,78685009,TRUE,386,3144,0.00016709,0.000472666,0.152153,1.00276e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1170,7,78685010,80055721,TRUE,289,2848,0.000239092,0.00013022,0.0516299,0.0204229,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1171,7,80055722,81533566,TRUE,445,2978,0.000804868,0.000143732,1.7925e-05,0.0324291,TRUE,-0.177835,-0.177835,FALSE,-1,0.42473,0.539846,2,NA
1172,7,81533567,82759283,TRUE,362,2856,0.000416586,0.000289234,0.00610999,4.12738e-05,TRUE,0.270604,0.270604,FALSE,-0.29971,0.92053,0.297549,2,NA
1173,7,82759284,83953009,TRUE,274,3010,0.000159719,0.000159357,0.1246,0.00540537,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1174,7,83953010,85356715,TRUE,212,2296,0.000209522,0.000184257,0.0475224,0.000547232,TRUE,0.0572033,0.0572033,FALSE,-0.97758,0.91844,0.870171,2,NA
1175,7,85356716,86446538,TRUE,143,2413,5.08464e-05,0.000108644,0.293698,0.00816785,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1176,7,86446539,87836641,TRUE,237,2289,0.000406556,0.000187958,0.0016182,0.000718493,TRUE,0.0839684,0.0839684,FALSE,-0.58748,0.67251,0.755973,2,NA
1177,7,87836642,89330087,TRUE,299,3352,0.00012529,0.000250775,0.189241,8.54919e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1178,7,89330088,90660831,TRUE,213,3384,0.000161837,0.000206491,0.0957153,0.000143519,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1179,7,90660832,92530165,TRUE,359,2452,0.000523904,0.00051971,0.000937169,1.27479e-11,TRUE,0.285382,0.285382,FALSE,-0.09232,0.70611,0.129834,2,NA
1180,7,92530166,93691725,TRUE,297,2198,0.000143488,0.000118135,0.16053,0.0307667,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1181,7,93691726,95174847,TRUE,321,2284,0.00013418,0.000200636,0.185704,0.00167995,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1182,7,95174848,96564981,TRUE,309,2747,0.000463876,0.000131845,0.00165756,0.0216502,TRUE,-0.286613,-0.286613,FALSE,-1,0.39599,0.38444,2,NA
1183,7,96564982,97420207,TRUE,250,1710,8.45155e-05,4.18298e-05,0.254189,0.222246,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1184,7,97420208,98173564,TRUE,174,1692,0.00010878,8.98206e-05,0.162105,0.0344605,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1185,7,98173565,99465540,TRUE,246,2273,0.000553392,0.000137899,0.000100543,0.00996867,TRUE,0.559683,0.559683,FALSE,0.03208,1,0.0467134,2,NA
1186,7,99465541,100849307,TRUE,282,2074,0.000372989,0.000431292,0.00580057,4.03855e-10,TRUE,0.377738,0.377738,FALSE,-0.05593,0.94333,0.0845378,2,NA
1187,7,100849308,101950748,TRUE,352,2956,0.000113594,0.000169701,0.230056,0.00742233,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1188,7,101950749,103191322,TRUE,162,1688,0.00024537,9.40167e-06,0.0147141,0.402938,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1189,7,103191323,104109231,TRUE,266,2582,5.71399e-05,8.54563e-05,0.328287,0.072631,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1190,7,104109232,105312563,TRUE,323,2185,0.000171803,0.000196983,0.128108,0.00182594,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1191,7,105312564,106399739,TRUE,473,2614,0.000186729,0.000126265,0.150864,0.0536298,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1192,7,106399740,107658603,TRUE,342,2264,0.000102006,0.000291529,0.248224,2.31693e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1193,7,107658604,109095558,TRUE,334,3216,0.000542293,0.0002502,0.000522405,0.000205886,TRUE,-0.133382,-0.133382,FALSE,-0.78892,0.34332,0.578953,2,NA
1194,7,109095559,110479479,TRUE,373,2996,0.000492113,0.000322067,0.00210234,1.04552e-05,TRUE,0.332063,0.332063,FALSE,-0.16009,0.89515,0.158133,2,NA
1195,7,110479480,111795299,TRUE,311,1999,0.000561449,0.000354347,0.000253117,3.38047e-07,TRUE,0.184919,0.184919,FALSE,-0.24587,0.60528,0.364169,2,NA
1196,7,111795300,113339386,TRUE,303,2878,0.000310222,0.00031957,0.0209942,2.01837e-06,TRUE,0.344918,0.344918,FALSE,-0.2245,1,0.203252,2,NA
1197,7,113339387,115321301,TRUE,341,2860,0.000251001,0.000503023,0.0576995,3.30006e-11,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1198,7,115321302,116835336,TRUE,335,2664,NA,0.000335244,NA,1.80916e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1199,7,116835337,118342090,TRUE,229,2649,0.000416996,0.000288698,0.00116514,1.03989e-06,TRUE,-0.253094,-0.253094,FALSE,-0.87566,0.18828,0.26235,2,NA
1200,7,118342091,119568236,TRUE,106,1873,0.000145111,4.82347e-05,0.0559987,0.0971512,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1201,7,119568237,121042050,TRUE,244,2413,0.000487511,NA,0.000393744,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1202,7,121042051,121946052,TRUE,194,1905,0.000227425,3.42565e-05,0.0300463,0.236671,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1203,7,121946053,123859746,TRUE,365,3602,NA,0.000323333,NA,7.08815e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1204,7,123859747,125389586,TRUE,237,3499,0.000168392,4.22899e-05,0.0978735,0.217182,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1205,7,125389587,126640872,TRUE,199,3206,0.000122134,0.000201745,0.14764,0.000140882,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1206,7,126640873,127903738,TRUE,263,2346,0.000194772,6.77158e-05,0.077411,0.11976,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1207,7,127903739,128779173,TRUE,234,2124,9.75903e-05,0.000107594,0.216462,0.0287059,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1208,7,128779174,130418704,TRUE,432,3245,0.000481816,0.000219528,0.00389835,0.00237321,TRUE,0.515171,0.515171,FALSE,-0.05535,1,0.0754027,2,NA
1209,7,130418705,131856481,TRUE,526,3096,0.000360911,0.000590548,0.0330423,5.59578e-11,TRUE,0.0735186,0.0735186,FALSE,-0.55689,0.64114,0.757941,2,NA
1210,7,131856482,133807216,TRUE,424,3288,0.000510741,0.000435915,0.00248831,5.00344e-08,TRUE,-0.0758925,-0.0758925,FALSE,-0.63191,0.34963,0.722623,2,NA
1211,7,133807217,134943221,TRUE,274,2693,0.000118509,0.000114074,0.193272,0.0312574,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1212,7,134943222,136113467,TRUE,374,2821,0.000192746,0.000274838,0.115878,0.000101826,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1213,7,136113468,137657459,TRUE,395,2820,0.000507934,0.000351203,0.00201333,3.48214e-06,TRUE,0.291134,0.291134,FALSE,-0.19612,0.8093,0.202589,2,NA
1214,7,137657460,138755107,TRUE,460,2563,0.000205182,0.000154375,0.126886,0.024588,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1215,7,138755108,140217630,TRUE,484,2923,0.00019641,0.000414251,0.14766,8.53561e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1216,7,140217631,142098979,TRUE,389,3037,0.000768987,0.000201717,1.10511e-05,0.00315593,TRUE,0.0602211,0.0602211,FALSE,-0.52624,0.57927,0.802421,2,NA
1217,7,142098980,144324464,TRUE,359,3394,0.000397274,NA,0.00929496,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1218,7,144324465,145415775,TRUE,260,2661,6.96826e-05,0.000156887,0.294901,0.00490528,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1219,7,145415776,146574327,TRUE,256,2636,7.26095e-05,0.000149472,0.287755,0.00650764,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1220,7,146574328,147352171,TRUE,213,2186,0.000363161,0.000119706,0.00266872,0.0131414,TRUE,0.120572,0.120572,FALSE,-0.79165,0.89115,0.712821,2,NA
1221,7,147352172,148622913,TRUE,456,3354,0.000568081,0.000101746,0.00126789,0.0914932,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1222,7,148622914,149842999,TRUE,351,2405,0.000512696,0.000145404,0.00113604,0.0181421,TRUE,0.10737,0.10737,FALSE,-0.74189,0.85843,0.733738,2,NA
1223,7,149843000,150897818,TRUE,320,2513,0.000148425,8.62178e-05,0.158749,0.0873644,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1224,7,150897819,152253294,TRUE,521,2508,6.3386e-05,8.81274e-05,0.364289,0.147258,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1225,7,152253295,153241228,TRUE,429,3039,0.000782488,NA,1.63237e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1226,7,153241229,154407487,TRUE,426,2522,0.000494769,0.000285969,0.00336051,0.000146263,TRUE,0.00460072,0.00460072,FALSE,-0.68112,0.5417,0.985701,2,NA
1227,7,154407488,155280610,TRUE,510,2806,0.000641296,0.000122603,0.000645683,0.0657835,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1228,7,155280611,156344386,TRUE,583,2975,6.69175e-05,0.000442717,0.363556,1.09641e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1229,7,156344387,157199331,TRUE,283,2413,0.000290546,0.000135078,0.0229664,0.0154729,TRUE,-0.0452967,-0.0452967,FALSE,-1,0.88833,0.905595,2,NA
1230,7,157199332,158031247,TRUE,424,2506,0.000203554,0.000206871,0.120152,0.00393693,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1231,7,158031248,159128566,TRUE,345,2864,3.95061e-05,0.000107436,0.390309,0.0577361,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1232,8,11740,660414,TRUE,281,1773,0.000204789,0.000112519,0.0757183,0.0344929,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1233,8,660415,1161824,TRUE,285,1685,0.000414134,0.000126003,0.00291108,0.0238871,TRUE,0.192919,0.192919,FALSE,-0.70675,1,0.572936,2,NA
1234,8,1161825,1628039,TRUE,330,1781,0.000683908,0.000349415,2.26277e-05,8.42338e-07,TRUE,-0.175511,-0.175511,FALSE,-0.64526,0.19752,0.36051,2,NA
1235,8,1628040,2070902,TRUE,414,1564,0.000220641,0.000354267,0.0990859,4.08433e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1236,8,2070903,2396122,TRUE,151,1203,0.000150945,0.000180745,0.0812859,0.00030381,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1237,8,2396123,2970491,TRUE,391,2229,0.000175991,0.000237102,0.145463,0.000852233,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1238,8,2970492,3386667,TRUE,358,2342,0.000178703,0.000136708,0.129475,0.025227,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1239,8,3386668,3787248,TRUE,395,2512,0.000139098,0.000225011,0.198458,0.00155162,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1240,8,3787249,4273083,TRUE,520,2771,0.000225236,0.000331928,0.11789,6.90753e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1241,8,4273084,4893120,TRUE,598,2870,0.000541765,0.000558735,0.00520546,4.17341e-09,TRUE,-0.363757,-0.363757,FALSE,-1,0.0497,0.085959,2,NA
1242,8,4893121,5566269,TRUE,433,3181,0.000674791,0.000222749,0.00015101,0.00205525,TRUE,-0.253245,-0.253245,FALSE,-1,0.25453,0.310668,2,NA
1243,8,5566270,6019163,TRUE,281,2373,9.66908e-05,0.00016004,0.240626,0.00540569,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1244,8,6019164,6663427,TRUE,483,2812,0.000578461,0.000529151,0.00157245,1.67475e-09,TRUE,-0.207804,-0.207804,FALSE,-0.76886,0.18179,0.294572,2,NA
1245,8,6663428,8064600,TRUE,249,1188,5.12727e-05,0.000132076,0.341592,0.0127967,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1246,8,8064601,8589770,TRUE,220,1679,0.000186401,0.000155114,0.068799,0.00316474,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1247,8,8589771,9167795,TRUE,291,1890,2.96238e-05,0.000228217,0.407187,0.000288974,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1248,8,9167796,9835863,TRUE,235,1937,0.000117763,0.000430757,0.17634,2.28757e-11,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1249,8,9835864,10478851,TRUE,344,2036,0.000375247,0.000311116,0.00998159,8.63815e-06,TRUE,-0.158541,-0.158541,FALSE,-0.95767,0.38041,0.541203,2,NA
1250,8,10478852,11466761,TRUE,400,2695,0.000512553,0.000239357,0.00195643,0.000797601,TRUE,0.043536,0.043536,FALSE,-0.64166,0.60951,0.87017,2,NA
1251,8,11466762,12296849,TRUE,227,1466,NA,9.96466e-05,NA,0.0364696,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1252,8,12296850,12947935,TRUE,185,1427,7.07108e-05,7.95091e-05,0.261637,0.0547104,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1253,8,12947936,13395051,TRUE,186,1710,NA,8.94844e-05,NA,0.0398106,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1254,8,13395052,13948095,TRUE,269,3109,0.000473031,0.000148155,0.00069046,0.00758788,TRUE,0.360147,0.360147,FALSE,-0.26864,1,0.219282,2,NA
1255,8,13948096,14389305,TRUE,176,1789,4.30789e-05,5.93994e-05,0.337869,0.106397,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1256,8,14389306,14872767,TRUE,215,1895,0.000145472,0.000114136,0.122298,0.0192992,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1257,8,14872768,15359692,TRUE,229,1927,0.000194401,7.52595e-05,0.0656779,0.0825766,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1258,8,15359693,15999328,TRUE,292,2285,0.000211179,0.000133734,0.0730978,0.017942,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1259,8,15999329,16988030,TRUE,380,2807,NA,0.000394608,NA,6.81289e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1260,8,16988031,17492672,TRUE,312,1742,0.000590167,0.000211741,0.000130043,0.000796695,TRUE,-0.112662,-0.112662,FALSE,-0.75091,0.37846,0.642373,2,NA
1261,8,17492673,17947004,TRUE,193,1886,0.000199553,9.64796e-05,0.0504363,0.0300883,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1262,8,17947005,18668609,TRUE,395,2835,3.33197e-05,0.000422342,0.412469,7.92236e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1263,8,18668610,19488888,TRUE,439,2635,1.61708e-05,0.000254719,0.453989,0.000639096,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1264,8,19488889,20135628,TRUE,337,1986,0.000215128,9.36461e-05,0.0850383,0.0810335,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1265,8,20135629,20812107,TRUE,266,1923,0.000208111,0.00017295,0.0668243,0.00266849,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1266,8,20812108,21650453,TRUE,380,2266,0.000319022,0.000106649,0.0292348,0.0667845,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1267,8,21650454,22895018,TRUE,503,2557,0.000367908,0.000250182,0.0288622,0.00162936,TRUE,-0.0513063,-0.0513063,FALSE,-1,0.69512,0.8766,2,NA
1268,8,22895019,23788494,TRUE,376,2684,6.25483e-05,0.000147812,0.341588,0.0191285,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1269,8,23788495,24863243,TRUE,264,2311,0.000122017,0.000184829,0.187281,0.00159521,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1270,8,24863244,25859277,TRUE,328,2270,0.000243552,0.000229507,0.0575387,0.000522272,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1271,8,25859278,26679135,TRUE,330,2647,0.000429409,0.000295467,0.00372396,1.51692e-05,TRUE,0.166697,0.166697,FALSE,-0.404,0.70858,0.499234,2,NA
1272,8,26679136,27406511,TRUE,224,2264,8.25742e-05,0.000239648,0.249663,3.32173e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1273,8,27406512,28344176,TRUE,315,2322,NA,0.000183075,NA,0.00291455,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1274,8,28344177,29744540,TRUE,424,2514,0.000321291,0.000299641,0.0342603,7.20986e-05,TRUE,-0.0998598,-0.0998598,FALSE,-1,0.56317,0.742321,2,NA
1275,8,29744541,31134786,TRUE,294,2633,0.00020136,NA,0.0844805,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1276,8,31134787,32454962,TRUE,313,3396,0.000307941,0.00015509,0.0217261,0.00889711,TRUE,0.0375296,0.0375296,FALSE,-1,0.94848,0.917361,2,NA
1277,8,32454963,33982537,TRUE,293,2691,0.000459212,0.000390635,0.00135703,1.22924e-08,TRUE,-0.111225,-0.111225,FALSE,-0.6522,0.30821,0.593342,2,NA
1278,8,33982538,34792220,TRUE,123,1906,0.000237023,0.000181868,0.0106436,0.000104213,TRUE,0.578304,0.578304,FALSE,0.00164,1,0.0518171,2,NA
1279,8,34792221,36641174,TRUE,287,2113,0.000464035,0.000203512,0.00125702,0.00109275,TRUE,-0.272441,-0.272441,FALSE,-1,0.27326,0.312133,2,NA
1280,8,36641175,38803980,TRUE,574,3124,0.000711747,0.00032819,0.000406271,0.0001525,TRUE,-0.196902,-0.196902,FALSE,-0.89045,0.25885,0.392026,2,NA
1281,8,38803981,40179577,TRUE,310,2745,NA,0.000271657,NA,3.97294e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1282,8,40179578,40974254,TRUE,247,2393,0.000150903,0.000291069,0.124951,1.84359e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1283,8,40974255,41725002,TRUE,268,2000,0.000119519,0.000194783,0.186809,0.000917878,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1284,8,41725003,43825633,TRUE,290,3368,0.000632969,0.000203482,5.35415e-05,0.00170039,TRUE,-0.486027,-0.486027,FALSE,-1,-0.01278,0.0486129,2,NA
1285,8,43825634,49044813,TRUE,121,2348,0.000130676,2.30551e-05,0.0918255,0.273698,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1286,8,49044814,50288660,TRUE,208,2289,NA,8.37206e-05,NA,0.0548335,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1287,8,50288661,51461455,TRUE,140,2463,3.07257e-05,6.0479e-05,0.366944,0.0802643,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1288,8,51461456,52326236,TRUE,142,2131,0.000177341,4.87115e-05,0.0448948,0.126546,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1289,8,52326237,53108910,TRUE,158,2102,0.000132219,0.000108871,0.113616,0.0112731,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1290,8,53108911,54119373,TRUE,202,2234,NA,0.0001677,NA,0.00133123,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1291,8,54119374,55275354,TRUE,222,2363,0.000321129,0.000140541,0.00869948,0.00597463,TRUE,-0.614301,-0.614301,FALSE,-1,0.03423,0.0656654,2,NA
1292,8,55275355,56346878,TRUE,257,2343,0.000167706,0.000106267,0.108093,0.036325,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1293,8,56346879,57436722,TRUE,270,2517,0.00033758,0.000211081,0.00982188,0.000503939,TRUE,0.146467,0.146467,FALSE,-0.59131,0.84871,0.619343,2,NA
1294,8,57436723,58675117,TRUE,316,3340,0.000114998,0.00019851,0.214636,0.00157339,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1295,8,58675118,59555977,TRUE,255,2171,0.000275328,0.000132353,0.0237603,0.0136949,TRUE,0.174003,0.174003,FALSE,-0.9314,1,0.648204,2,NA
1296,8,59555978,60476248,TRUE,245,1718,0.000693235,0.000371025,1.69286e-06,6.47769e-09,TRUE,0.300411,0.300411,FALSE,-0.0365,0.6439,0.0807841,2,NA
1297,8,60476249,61324889,TRUE,162,1860,0.000247999,0.000164467,0.0137902,0.000558794,TRUE,0.216186,0.216186,FALSE,-0.53543,1,0.489998,2,NA
1298,8,61324890,62330900,TRUE,283,1961,0.000396973,0.000238997,0.00405542,0.000123467,TRUE,-0.36859,-0.36859,FALSE,-1,0.15781,0.164238,2,NA
1299,8,62330901,63253462,TRUE,200,2246,3.36636e-05,0.000184269,0.375634,0.000528339,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1300,8,63253463,64215358,TRUE,169,2404,0.000114715,0.000175371,0.144064,0.000284927,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1301,8,64215359,66018204,TRUE,318,2876,0.000583026,0.00037935,0.000156913,7.03551e-08,TRUE,0.373058,0.373058,FALSE,-0.01987,0.79199,0.0559,2,NA
1302,8,66018205,66960438,TRUE,197,2025,5.30248e-05,0.000167885,0.316024,0.000998734,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1303,8,66960439,68683823,TRUE,321,2522,0.000532341,0.000208824,0.00062017,0.00110168,TRUE,0.0772558,0.0772558,FALSE,-0.56491,0.63115,0.766025,2,NA
1304,8,68683824,70004665,TRUE,421,3053,7.78618e-05,0.000429658,0.317391,4.62507e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1305,8,70004666,70872088,TRUE,289,1822,NA,3.66058e-05,NA,0.267813,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1306,8,70872089,72013184,TRUE,182,2133,0.000134121,9.28267e-05,0.117579,0.0304481,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1307,8,72013185,72917489,TRUE,365,2137,0.000154606,0.000209592,0.164472,0.00168486,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1308,8,72917490,73838027,TRUE,267,2292,5.40561e-05,0.000196803,0.336435,0.000809547,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1309,8,73838028,75011699,TRUE,374,2504,0.000121365,0.000348507,0.222099,2.04837e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1310,8,75011700,76295483,TRUE,329,2942,NA,0.00029853,NA,1.49876e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1311,8,76295484,77377989,TRUE,179,2640,2.12436e-06,8.07562e-05,0.478343,0.0504549,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1312,8,77377990,78633659,TRUE,230,2771,4.01883e-05,5.68268e-05,0.364514,0.145681,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1313,8,78633660,79756169,TRUE,167,2611,NA,0.000190484,NA,0.000104642,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1314,8,79756170,81340231,TRUE,395,3388,0.00010524,0.000206335,0.257193,0.00277226,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1315,8,81340232,82878769,TRUE,373,2910,0.000186171,0.000120095,0.125472,0.0461718,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1316,8,82878770,83730337,TRUE,169,2133,NA,8.54476e-05,NA,0.0355494,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1317,8,83730338,85116734,TRUE,231,3608,NA,0.000225304,NA,8.24618e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1318,8,85116735,86251870,TRUE,153,1882,0.000170905,0.000130923,0.0551128,0.0031107,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1319,8,86251871,87563145,TRUE,149,1755,5.44396e-05,0.000103014,0.286989,0.0125526,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1320,8,87563146,89081177,TRUE,301,3182,0.000128197,0.000166319,0.184624,0.00540462,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1321,8,89081178,90364149,TRUE,230,2939,0.000290803,7.90069e-05,0.0142891,0.0736893,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1322,8,90364150,91457962,TRUE,220,2009,0.000210691,0.000126092,0.0489267,0.011744,TRUE,-0.193667,-0.193667,FALSE,-1,0.72917,0.638572,2,NA
1323,8,91457963,92876620,TRUE,183,2052,NA,9.35307e-05,NA,0.0303376,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1324,8,92876621,94999066,TRUE,476,3407,0.000397268,0.000306919,0.0173092,0.000121054,TRUE,0.0461848,0.0461848,FALSE,-0.71728,0.6732,0.871381,2,NA
1325,8,94999067,96175630,TRUE,287,2955,0.000397307,0.00017518,0.00425805,0.00297246,TRUE,-0.000384479,-0.000384479,FALSE,-0.83334,0.66764,0.998979,2,NA
1326,8,96175631,96900513,TRUE,319,1991,0.000131517,0.000185862,0.185752,0.00300054,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1327,8,96900514,98132519,TRUE,315,2081,0.000175742,0.000201389,0.118355,0.00136922,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1328,8,98132520,99388944,TRUE,394,2711,0.00023006,1.08707e-05,0.0854658,0.429028,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1329,8,99388945,101448439,TRUE,249,2693,0.000121402,0.000222662,0.175476,0.000152732,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1330,8,101448440,102548680,TRUE,414,2156,0.000863093,0.000163584,2.21028e-06,0.0143039,TRUE,0.0260449,0.0260449,FALSE,-0.63761,0.58352,0.919167,2,NA
1331,8,102548681,103716053,TRUE,373,2765,0.000267713,0.000343528,0.0513852,3.13039e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1332,8,103716054,104467845,TRUE,228,1858,0.000123362,9.06858e-05,0.160452,0.047862,FALSE,NA,NA,NA,NA,NA,NA,2,NA
