"locus","chr","start","stop","processed","K","n_snps","h2_SCZ","h2_BIP","p_SCZ","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1384,9,10675475,11270764,TRUE,205,1832,0.000432574,0.000116749,0.00499334,0.0145779,TRUE,0.655624,0.655624,FALSE,-0.00873,1,0.0600625,2,NA
1385,9,11270765,12044915,TRUE,141,2491,0.000297841,0.000140466,0.0157157,0.00122069,TRUE,0.687659,0.687659,FALSE,0.05861,1,0.0402996,2,NA
1386,9,12044916,12664858,TRUE,220,1789,0.000430793,0.00019354,0.00637264,0.000379642,TRUE,0.31416,0.31416,FALSE,-0.37648,0.9325,0.278171,2,NA
1387,9,12664859,13512852,TRUE,317,1725,NA,0.000208394,NA,0.00126952,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1388,9,13512853,14244747,TRUE,355,2098,0.000994927,0.000125739,6.29483e-06,0.036063,TRUE,0.675583,0.675583,FALSE,0.14648,1,0.0215649,2,NA
1389,9,14244748,14902924,TRUE,450,1807,0.00079512,0.000402225,0.00064643,7.4199e-07,TRUE,0.283821,0.283821,FALSE,-0.16195,0.70014,0.178074,2,NA
1390,9,14902925,15839403,TRUE,324,2176,0.000565483,0.000116617,0.00350093,0.0385727,TRUE,0.789153,0.789153,FALSE,0.11416,1,0.0320029,2,NA
1391,9,15839404,16658377,TRUE,368,1932,5.72427e-05,9.71678e-05,0.384105,0.0818373,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1392,9,16658378,17392382,TRUE,192,2134,0.000254172,0.000156572,0.0512078,0.00156481,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1393,9,17392383,17990565,TRUE,211,1696,0.000390279,0.00018147,0.0107906,0.000652575,TRUE,-0.0601082,-0.0601082,FALSE,-1,0.54949,0.844722,2,NA
1394,9,17990566,18754196,TRUE,319,2027,0.00075668,0.000308519,0.000191499,6.7544e-06,TRUE,-0.229324,-0.229324,FALSE,-0.8663,0.17298,0.286703,2,NA
1395,9,18754197,19463292,TRUE,281,1989,0.000244805,NA,0.093356,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1396,9,19463293,20483880,TRUE,437,2244,0.00055795,0.000259986,0.00971993,0.000515362,TRUE,-0.16433,-0.16433,FALSE,-1,0.39366,0.57151,2,NA
1397,9,20483881,21674032,TRUE,353,2653,0.000425231,0.000126868,0.0232151,0.0320813,TRUE,-0.630674,-0.630674,FALSE,-1,0.16897,0.126153,2,NA
1398,9,21674033,23091193,TRUE,440,3029,0.000933568,0.000256648,8.18208e-05,0.000559323,TRUE,0.262239,0.262239,FALSE,-0.25732,0.71849,0.264211,2,NA
1399,9,23091194,23859374,TRUE,371,1784,0.00143521,0.000366266,1.57179e-09,1.00869e-06,TRUE,-0.0873161,-0.0873161,FALSE,-0.48213,0.2231,0.593495,2,NA
1400,9,23859375,24757729,TRUE,290,1793,0.000296339,0.000281712,0.0609739,1.35602e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1401,9,24757730,25957606,TRUE,432,3077,0.00108984,0.000258208,6.67223e-06,0.000489525,TRUE,0.449345,0.449345,FALSE,0.02425,0.90085,0.0402659,2,NA
1402,9,25957607,26747214,TRUE,286,1827,0.0012025,0.000244794,9.68245e-09,9.33935e-05,TRUE,0.484109,0.484109,FALSE,0.13045,0.85367,0.0114278,2,NA
1403,9,26747215,27366479,TRUE,246,1810,0.000333124,1.9198e-05,0.0309368,0.354488,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1404,9,27366480,28067454,TRUE,288,1805,0.000283539,NA,0.0678785,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1405,9,28067455,28766060,TRUE,290,1801,0.000597613,0.00020725,0.00136886,0.000702083,TRUE,0.534051,0.534051,FALSE,0.0134,1,0.0468808,2,NA
1406,9,28766061,29596501,TRUE,186,2702,0.000218951,6.0087e-05,0.0751907,0.107365,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1407,9,29596502,30410078,TRUE,176,1927,NA,0.000206734,NA,6.7628e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1408,9,30410079,31115153,TRUE,127,1763,0.000201004,0.000197399,0.059394,1.44783e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1409,9,31115154,32253283,TRUE,191,3479,0.000443223,9.7136e-05,0.00323991,0.0274772,TRUE,0.0182314,0.0182314,FALSE,-1,0.79984,0.959708,2,NA
1410,9,32253284,33194892,TRUE,282,2301,0.00102989,6.84927e-05,3.80078e-07,0.126349,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1411,9,33194893,34704544,TRUE,293,2985,0.00088718,0.000152592,9.95298e-06,0.00815045,TRUE,0.0201827,0.0201827,FALSE,-0.725,0.5299,0.938101,2,NA
1412,9,34704545,36749273,TRUE,503,3470,0.000906619,0.000276322,0.000285912,0.000577889,TRUE,0.092477,0.092477,FALSE,-0.54107,0.56212,0.702071,2,NA
1413,9,36749274,37687112,TRUE,331,2024,0.000228678,0.000112411,0.12657,0.044174,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1414,9,37687113,38822977,TRUE,372,2396,0.000481775,0.000110093,0.0146564,0.0596344,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1415,9,38822978,43903829,TRUE,12,72,2.96876e-05,1.98307e-05,0.19866,0.0864051,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1416,9,43903830,66673058,TRUE,5,33,NA,7.13478e-06,NA,0.183932,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1417,9,66673059,70939677,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1418,9,70939678,72288878,TRUE,358,2549,0.000602273,0.00037389,0.0031602,3.92718e-07,TRUE,0.0730421,0.0730421,FALSE,-0.51794,0.5091,0.750041,2,NA
1419,9,72288879,73915494,TRUE,361,3712,0.0011508,0.000169592,3.72137e-07,0.00770671,TRUE,0.42897,0.42897,FALSE,-0.04468,1,0.0760376,2,NA
1420,9,73915495,74950318,TRUE,327,2008,0.000388965,0.000286174,0.0287253,2.63161e-05,TRUE,0.380665,0.380665,FALSE,-0.26038,1,0.19996,2,NA
1421,9,74950319,76197744,TRUE,202,2456,NA,0.000150797,NA,0.00263976,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1422,9,76197745,77862308,TRUE,390,3222,0.000916719,0.000427247,5.42428e-05,6.30687e-08,TRUE,0.293399,0.293399,FALSE,-0.09614,0.64415,0.119117,2,NA
1423,9,77862309,78630915,TRUE,322,2219,0.000528548,6.17809e-05,0.00536282,0.163898,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1424,9,78630916,79451035,TRUE,414,2181,0.000355218,0.000233425,0.0588042,0.00110529,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1425,9,79451036,80137024,TRUE,241,1928,0.000267156,0.00028061,0.0649722,8.55408e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1426,9,80137025,81161597,TRUE,272,2138,0.000270793,0.000200917,0.072921,0.000912264,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1427,9,81161598,82601465,TRUE,527,2826,0.000953288,0.000344114,0.000190047,4.14884e-05,TRUE,0.0754747,0.0754747,FALSE,-0.47147,0.48439,0.730361,2,NA
1428,9,82601466,83455502,TRUE,234,2679,0.000176815,0.00010166,0.145724,0.0344719,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1429,9,83455503,85135751,TRUE,478,3252,0.000766219,0.000303777,0.00128425,0.000157678,TRUE,0.273955,0.273955,FALSE,-0.29274,0.7667,0.267279,2,NA
1430,9,85135752,86769886,TRUE,457,3431,0.000368746,0.000490813,0.060795,3.929e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1431,9,86769887,87815449,TRUE,325,2628,0.00026554,0.000165875,0.0920481,0.0067395,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1432,9,87815450,89171796,TRUE,322,2667,0.000242662,0.000351505,0.112488,8.55156e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1433,9,89171797,90135154,TRUE,353,2433,0.000372403,0.000120654,0.0399693,0.0393088,TRUE,-0.138831,-0.138831,FALSE,-1,0.80103,0.75716,2,NA
1434,9,90135155,90890979,TRUE,243,1954,0.00021547,0.000131127,0.105582,0.0124372,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1435,9,90890980,91643255,TRUE,196,1883,0.000308221,5.70262e-05,0.0266378,0.125724,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1436,9,91643256,92500277,TRUE,263,1948,0.00092519,0.000216757,2.0116e-06,0.000297039,TRUE,0.320997,0.320997,FALSE,-0.11995,0.73836,0.137747,2,NA
1437,9,92500278,93441050,TRUE,257,2219,NA,0.000198655,NA,0.000794323,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1438,9,93441051,94175374,TRUE,259,1849,0.000457369,6.47416e-05,0.00783825,0.13573,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1439,9,94175375,94924482,TRUE,204,2256,0.000364052,0.000117942,0.0134649,0.0139556,TRUE,0.438954,0.438954,FALSE,-0.46762,1,0.237391,2,NA
1440,9,94924483,95854925,TRUE,162,2026,0.000521726,3.88517e-05,0.000397475,0.197177,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1441,9,95854926,96670171,TRUE,212,2269,0.000447121,0.000221696,0.00437839,9.28704e-05,TRUE,0.0634324,0.0634324,FALSE,-0.67821,0.60305,0.814639,2,NA
1442,9,96670172,97418633,TRUE,174,1690,0.000178093,6.74467e-05,0.111483,0.0785069,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1443,9,97418634,98885862,TRUE,361,2827,0.00024366,0.000220399,0.124662,0.00121669,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1444,9,98885863,100310517,TRUE,256,2145,0.000685101,0.000168167,0.000180039,0.00295784,TRUE,-0.238858,-0.238858,FALSE,-1,0.26675,0.370323,2,NA
1445,9,100310518,101596750,TRUE,420,2943,0.000637388,0.000318779,0.00353924,3.38735e-05,TRUE,0.202402,0.202402,FALSE,-0.41165,0.71472,0.418245,2,NA
1446,9,101596751,103165725,TRUE,333,2600,0.000592669,0.000334244,0.00283809,1.88488e-06,TRUE,0.025092,0.025092,FALSE,-0.59054,0.48072,0.914762,2,NA
1447,9,103165726,104222848,TRUE,239,2424,0.000282267,8.27413e-05,0.0534523,0.0720076,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1448,9,104222849,105043411,TRUE,261,2435,0.000609946,0.000167681,0.00071883,0.00285866,TRUE,0.685942,0.685942,FALSE,0.17486,1,0.0149042,2,NA
1449,9,105043412,105846545,TRUE,204,2648,8.02752e-05,8.31041e-05,0.294776,0.0544457,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1450,9,105846546,107061019,TRUE,266,3336,NA,0.000163814,NA,0.00483781,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1451,9,107061020,108203095,TRUE,382,3205,8.72795e-05,0.000117826,0.334398,0.0493707,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1452,9,108203096,109150717,TRUE,217,1772,0.000722443,0.000149504,3.55845e-05,0.00407798,TRUE,0.758216,0.758216,FALSE,0.32034,1,0.0042835,2,NA
1453,9,109150718,110630150,TRUE,560,3405,0.000763004,0.000383905,0.00250979,1.13632e-05,TRUE,-0.152265,-0.152265,FALSE,-0.87576,0.28375,0.519405,2,NA
1454,9,110630151,111368107,TRUE,247,1900,0.000226318,0.00010883,0.0969722,0.0298484,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1455,9,111368108,112076381,TRUE,214,1940,0.000817618,4.45778e-05,3.61375e-06,0.190514,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1456,9,112076382,112865520,TRUE,309,2174,0.000179446,0.000252432,0.174212,9.39475e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1457,9,112865521,113646149,TRUE,314,2276,0.000350632,0.000275344,0.0396444,3.50345e-05,TRUE,-0.24524,-0.24524,FALSE,-1,0.34794,0.431578,2,NA
1458,9,113646150,114443475,TRUE,259,1963,0.000306677,0.000212499,0.0477416,0.000345246,TRUE,0.427966,0.427966,FALSE,-0.36572,1,0.215223,2,NA
1459,9,114443476,115390112,TRUE,226,2344,0.000450974,0.000123476,0.00525759,0.0158055,TRUE,0.486753,0.486753,FALSE,-0.30533,1,0.164475,2,NA
1460,9,115390113,116159540,TRUE,273,1868,1.17591e-05,NA,0.462744,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1461,9,116159541,117054909,TRUE,386,2129,0.000189941,0.000204096,0.186239,0.00259547,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1462,9,117054910,117989017,TRUE,327,2306,0.000472335,0.000226712,0.0115434,0.000525221,TRUE,0.480186,0.480186,FALSE,-0.14389,1,0.107998,2,NA
1463,9,117989018,119001227,TRUE,234,2316,0.00031076,0.000195974,0.0378834,0.000519278,TRUE,-0.137849,-0.137849,FALSE,-1,0.52393,0.686667,2,NA
1464,9,119001228,119890464,TRUE,322,2041,0.000490527,0.000164034,0.00878767,0.00689943,TRUE,0.233303,0.233303,FALSE,-0.67673,0.967,0.484685,2,NA
1465,9,119890465,121008529,TRUE,354,2564,0.00033518,0.000221613,0.056237,0.000923522,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1466,9,121008530,122677719,TRUE,461,3240,0.000947649,0.000305765,8.56243e-05,8.88257e-05,TRUE,0.384745,0.384745,FALSE,-0.06968,0.81745,0.0797799,2,NA
1467,9,122677720,124119883,TRUE,321,2070,0.000423363,0.000250867,0.0190715,0.000132633,TRUE,0.363628,0.363628,FALSE,-0.29886,1,0.222104,2,NA
1468,9,124119884,125137578,TRUE,346,2156,0.000517701,0.000202379,0.00783851,0.00217457,TRUE,-0.0864064,-0.0864064,FALSE,-1,0.51246,0.779227,2,NA
1469,9,125137579,126092931,TRUE,221,1779,0.000353925,0.000252584,0.0203331,2.25327e-05,TRUE,-0.331213,-0.331213,FALSE,-1,0.23529,0.257358,2,NA
1470,9,126092932,127184582,TRUE,335,2393,0.000401241,0.000187219,0.026315,0.00329596,TRUE,-0.16843,-0.16843,FALSE,-1,0.55761,0.631018,2,NA
1471,9,127184583,128785782,TRUE,255,1952,0.000287636,0.000148873,0.0562885,0.00693198,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1472,9,128785783,129617771,TRUE,385,1884,0.000798764,0.000145524,0.00028292,0.0220928,TRUE,0.122787,0.122787,FALSE,-0.80423,0.76585,0.688502,2,NA
1473,9,129617772,130902727,TRUE,289,1999,0.000766547,0.000135782,9.32081e-05,0.016541,TRUE,-0.212908,-0.212908,FALSE,-1,0.34634,0.466536,2,NA
1474,9,130902728,132193798,TRUE,303,1824,0.000847814,0.000199196,2.84048e-05,0.00150878,TRUE,0.143426,0.143426,FALSE,-0.44231,0.60413,0.55356,2,NA
1475,9,132193799,132999452,TRUE,335,2429,0.000488241,0.000209042,0.0106958,0.00224254,TRUE,-0.566118,-0.566118,FALSE,-1,0.04467,0.0746344,2,NA
1476,9,132999453,134141936,TRUE,472,2282,0.000528836,5.9345e-05,0.0162153,0.222374,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1477,9,134141937,135135887,TRUE,336,1829,0.000673162,0.000252811,0.000879681,0.000177816,TRUE,0.0437492,0.0437492,FALSE,-0.60281,0.50951,0.859852,2,NA
1478,9,135135888,136042490,TRUE,378,2060,0.000376411,8.92881e-05,0.0422959,0.101611,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1479,9,136042491,136770926,TRUE,378,2332,0.000348654,0.000167981,0.0547567,0.0118743,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1480,9,136770927,137593527,TRUE,381,2201,5.2116e-05,2.69752e-05,0.395578,0.343233,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1481,9,137593528,138202112,TRUE,450,2131,0.000314298,0.000243481,0.090672,0.00139212,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1482,9,138202113,138995791,TRUE,421,2036,6.91313e-05,0.00020075,0.371814,0.00524056,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1483,9,138995792,140097759,TRUE,455,2458,0.000223037,0.000342853,0.169643,3.26973e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1484,9,140097760,141146682,TRUE,341,1403,0.00019756,0.000694606,0.166607,6.49123e-14,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1485,10,60515,1329232,TRUE,357,2667,0.000451248,0.000281586,0.0184,6.91244e-05,TRUE,0.425599,0.425599,FALSE,-0.19342,1,0.141662,2,NA
1486,10,1329233,1872960,TRUE,307,1645,0.000519956,0.000180613,0.00524983,0.0033182,TRUE,0.262729,0.262729,FALSE,-0.561,0.92838,0.395285,2,NA
1487,10,1872961,2637065,TRUE,328,3060,0.000566473,0.000109765,0.00353785,0.0480134,TRUE,0.045885,0.045885,FALSE,-1,0.83995,0.903353,2,NA
1488,10,2637066,3225336,TRUE,313,2021,0.000534108,1.75498e-05,0.00463429,0.381205,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1489,10,3225337,3880322,TRUE,268,1842,0.00100911,0.000248503,3.748e-07,5.59393e-05,TRUE,0.028367,0.028367,FALSE,-0.44927,0.39812,0.886741,2,NA
1490,10,3880323,4813182,TRUE,403,2446,0.000104736,0.00036158,0.310649,2.31779e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1491,10,4813183,5396242,TRUE,211,2331,0.000198441,6.06522e-05,0.107733,0.118645,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1492,10,5396243,6234718,TRUE,451,2537,0.000250455,0.000207981,0.141969,0.00453747,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1493,10,6234719,6897037,TRUE,370,1794,0.000488845,0.000282605,0.013037,7.59425e-05,TRUE,-0.00575458,-0.00575458,FALSE,-0.90433,0.5389,0.983686,2,NA
1494,10,6897038,7659872,TRUE,415,2347,0.000178184,4.96862e-05,0.209456,0.242655,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1495,10,7659873,8771920,TRUE,461,3339,0.000162903,0.000181315,0.239796,0.0119407,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1496,10,8771921,10081279,TRUE,317,3191,0.000755306,0.000116146,0.000173349,0.0360717,TRUE,0.241902,0.241902,FALSE,-0.60905,1,0.452005,2,NA
1497,10,10081280,10969481,TRUE,295,2255,2.58994e-05,0.00014265,0.434586,0.0125864,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1498,10,10969482,11856924,TRUE,396,2248,0.000662664,0.000231042,0.0020263,0.00101338,TRUE,0.618193,0.618193,FALSE,0.10327,1,0.0237214,2,NA
1499,10,11856925,12581571,TRUE,335,1919,0.000348547,0.000233152,0.0451617,0.000405268,TRUE,0.334557,0.334557,FALSE,-0.49461,1,0.325639,2,NA
1500,10,12581572,13208061,TRUE,344,1786,0.000179844,0.000119372,0.186692,0.0403357,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1501,10,13208062,14008135,TRUE,483,2284,0.000611458,0.000248945,0.00746991,0.00128335,TRUE,-0.289302,-0.289302,FALSE,-1,0.2679,0.326649,2,NA
1502,10,14008136,14820755,TRUE,387,2552,0.000605732,0.000141705,0.00388126,0.0250213,TRUE,-0.151431,-0.151431,FALSE,-1,0.53064,0.664333,2,NA
1503,10,14820756,15946677,TRUE,436,2839,0.00099024,0.000235243,3.13637e-05,0.00143613,TRUE,0.361594,0.361594,FALSE,-0.15117,0.87213,0.127217,2,NA
1504,10,15946678,17065860,TRUE,352,2631,0.000287596,0.000196127,0.0834517,0.00261177,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1505,10,17065861,18529742,TRUE,375,3205,0.000925261,0.000407014,3.22409e-05,5.78416e-08,TRUE,0.654208,0.654208,FALSE,0.32975,1,0.000462636,2,NA
1506,10,18529743,19421514,TRUE,287,2628,0.00121728,0.000203606,6.74534e-09,0.000766786,TRUE,0.563486,0.563486,FALSE,0.192,0.99752,0.00600535,2,NA
1507,10,19421515,19965624,TRUE,149,1892,0.000405109,0.000138627,0.00281766,0.00222155,TRUE,0.245078,0.245078,FALSE,-0.50877,0.90522,0.420084,2,NA
1508,10,19965625,20616432,TRUE,225,1901,0.000389163,0.00019141,0.0120894,0.000462021,TRUE,0.325674,0.325674,FALSE,-0.39633,1,0.286625,2,NA
1509,10,20616433,21477692,TRUE,272,2155,0.000589109,2.3477e-05,0.0011858,0.333299,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1510,10,21477693,23365685,TRUE,411,3011,8.88751e-05,0.000630116,0.339902,3.67068e-13,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1511,10,23365686,24489447,TRUE,266,2171,0.000422516,8.32209e-05,0.0126079,0.0827675,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1512,10,24489448,25577761,TRUE,385,2109,0.000804947,7.60269e-05,0.000256566,0.140758,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1513,10,25577762,26161974,TRUE,177,2010,0.000141238,2.62126e-05,0.165653,0.279997,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1514,10,26161975,26888716,TRUE,155,2268,3.24169e-05,NA,0.391661,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1515,10,26888717,27669566,TRUE,183,2244,0.000411137,9.66645e-05,0.00481762,0.0259927,TRUE,0.166732,0.166732,FALSE,-0.93357,1,0.650803,2,NA
1516,10,27669567,28734422,TRUE,283,2737,0.000812836,5.59263e-05,3.33461e-05,0.171883,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1517,10,28734423,29393749,TRUE,239,1875,0.00050925,0.000102873,0.00246734,0.0346524,TRUE,0.334032,0.334032,FALSE,-0.59055,1,0.35495,2,NA
1518,10,29393750,30000223,TRUE,268,1888,0.000259334,4.30267e-06,0.0780761,0.458693,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1519,10,30000224,30919469,TRUE,336,2424,8.60011e-05,0.000120638,0.32595,0.0350471,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1520,10,30919470,32457293,TRUE,312,3021,8.80081e-05,0.000140525,0.316396,0.0151081,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1521,10,32457294,33655458,TRUE,240,3353,0.00043547,0.000173668,0.0082883,0.00168574,TRUE,0.197378,0.197378,FALSE,-0.63266,0.87764,0.52561,2,NA
1522,10,33655459,35178224,TRUE,473,3277,0.0011205,0.00048448,7.56561e-06,1.17377e-08,TRUE,0.497351,0.497351,FALSE,0.18148,0.81691,0.0041146,2,NA
1523,10,35178225,36475838,TRUE,271,2515,0.000259495,0.000175816,0.0794224,0.00252204,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1524,10,36475839,37561443,TRUE,245,2427,0.000531391,5.75631e-05,0.00194291,0.149555,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1525,10,37561444,38566460,TRUE,86,2491,0.00011416,3.82437e-05,0.133847,0.126534,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1526,10,38566461,42392742,TRUE,24,961,0.000151748,4.08885e-05,0.00853711,0.0212141,TRUE,1,1.02351,FALSE,0.37711,1,0.0217742,2,NA
1527,10,42392743,42984427,TRUE,42,1119,3.30769e-05,1.9266e-05,0.30041,0.243681,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1528,10,42984428,43769842,TRUE,158,2159,0.000220371,4.17873e-05,0.0601209,0.17148,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1529,10,43769843,44893846,TRUE,293,3411,0.000479243,0.000147119,0.00778109,0.0112939,TRUE,-0.0692269,-0.0692269,FALSE,-1,0.60912,0.840631,2,NA
1530,10,44893847,46327144,TRUE,286,3196,0.000467203,0.000164839,0.00835531,0.00480475,TRUE,0.114535,0.114535,FALSE,-0.87787,0.81413,0.72539,2,NA
1531,10,46327145,49197320,TRUE,217,1186,0.000340867,0.000192234,0.0217668,0.00653331,TRUE,0.169016,0.169016,FALSE,-0.9653,1,0.644043,2,NA
1532,10,49197321,50145673,TRUE,236,1801,0.000206825,0.00016854,0.111419,0.00206024,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1533,10,50145674,51724039,TRUE,264,2356,1.41627e-05,0.000219945,0.456867,0.000408994,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1534,10,51724040,53129609,TRUE,290,2266,0.000640454,0.000282458,0.000767826,1.19881e-05,TRUE,0.483616,0.483616,FALSE,0.03714,0.97615,0.0363138,2,NA
1535,10,53129610,53919161,TRUE,298,2275,0.000319653,0.000177994,0.0497975,0.00316541,TRUE,0.074106,0.074106,FALSE,-1,0.88721,0.845051,2,NA
1536,10,53919162,55104428,TRUE,346,2937,0.000682546,0.000309502,0.000856744,1.11136e-05,TRUE,0.146714,0.146714,FALSE,-0.4088,0.58756,0.522143,2,NA
1537,10,55104429,55867694,TRUE,202,2317,0.000360053,7.48165e-05,0.0141588,0.072192,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1538,10,55867695,57044845,TRUE,339,3432,0.00047217,0.000131043,0.0125331,0.0264971,TRUE,-0.124204,-0.124204,FALSE,-1,0.62212,0.745438,2,NA
1539,10,57044846,57955671,TRUE,136,2087,0.000197864,0.000267235,0.0653933,4.6509e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1540,10,57955672,58809133,TRUE,96,2309,6.46664e-05,3.62833e-05,0.26371,0.155065,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1541,10,58809134,59822946,TRUE,175,3233,0.000348028,0.000105784,0.0121287,0.0158144,TRUE,0.119592,0.119592,FALSE,-1,0.96584,0.749461,2,NA
1542,10,59822947,61470383,TRUE,383,3200,0.000371029,0.000246951,0.0459198,0.00051569,TRUE,0.0818146,0.0818146,FALSE,-0.99934,0.8032,0.811172,2,NA
1543,10,61470384,62626465,TRUE,302,3099,0.00140416,0.000469192,1.47059e-10,4.70524e-11,TRUE,0.538026,0.538026,FALSE,0.28741,0.7824,0.000175611,2,NA
1544,10,62626466,64069687,TRUE,377,3076,0.00136741,0.000404956,9.48136e-09,1.19918e-07,TRUE,0.321343,0.321343,FALSE,0.00253,0.62177,0.0469378,2,NA
1545,10,64069688,65400431,TRUE,272,2904,0.00156212,0.000329302,5.20396e-13,6.44197e-07,TRUE,0.502333,0.502333,FALSE,0.22353,0.77518,0.00126504,2,NA
1546,10,65400432,66510387,TRUE,235,2093,0.000543643,0.000136074,0.00144814,0.00953732,TRUE,0.334073,0.334073,FALSE,-0.41638,1,0.285146,2,NA
1547,10,66510388,67146043,TRUE,129,1872,0.000256629,9.81348e-05,0.0253547,0.0113747,TRUE,0.596926,0.596926,FALSE,-0.22351,1,0.134029,2,NA
1548,10,67146044,67769822,TRUE,157,1980,0.000134018,NA,0.1629,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1549,10,67769823,68623274,TRUE,190,3109,0.000514189,9.07349e-05,0.000918448,0.0357543,TRUE,0.447899,0.447899,FALSE,-0.34901,1,0.203276,2,NA
1550,10,68623275,69904170,TRUE,209,2543,0.000395664,0.000184888,0.00927047,0.000467408,TRUE,0.219082,0.219082,FALSE,-0.573,0.86934,0.465202,2,NA
1551,10,69904171,71050504,TRUE,274,2963,0.000354483,0.000316354,0.0296245,1.02673e-06,TRUE,0.219899,0.219899,FALSE,-0.45796,0.87054,0.4344,2,NA
1552,10,71050505,71672997,TRUE,404,2044,7.13666e-05,0.000152079,0.364573,0.0196261,FALSE,NA,NA,NA,NA,NA,NA,2,NA
