"locus","chr","start","stop","processed","K","n_snps","h2_MDD_noUKB","h2_BIP_noUKB","p_MDD_noUKB","p_BIP_noUKB","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1231,7,158031248,159128566,TRUE,345,2864,NA,0.000172504,NA,0.0172439,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1232,8,11740,660414,TRUE,281,1773,6.83769e-05,0.000201582,0.333073,0.00356672,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1233,8,660415,1161824,TRUE,285,1685,0.000185165,0.000188607,0.138564,0.00668651,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1234,8,1161825,1628039,TRUE,330,1781,0.000622007,0.000452323,0.000751941,9.20228e-08,TRUE,-0.230354,-0.230354,FALSE,-0.78058,0.16207,0.267768,2,NA
1235,8,1628040,2070902,TRUE,414,1564,0.000327945,0.000500683,0.0604653,6.82314e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1236,8,2070903,2396122,TRUE,151,1203,0.000332687,0.000219541,0.00900484,0.000243877,TRUE,0.189408,0.189408,FALSE,-0.51468,0.90936,0.52401,2,NA
1237,8,2396123,2970491,TRUE,391,2229,0.000159901,0.000317701,0.209362,0.000197376,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1238,8,2970492,3386667,TRUE,358,2342,NA,0.000271232,NA,0.000710502,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1239,8,3386668,3787248,TRUE,395,2512,NA,0.000277056,NA,0.00101569,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1240,8,3787249,4273083,TRUE,520,2771,0.000451055,0.000496444,0.0273194,9.79703e-07,TRUE,0.119773,0.119773,FALSE,-0.50037,0.76705,0.651758,2,NA
1241,8,4273084,4893120,TRUE,598,2870,0.000156848,0.000852005,0.257589,1.81749e-13,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1242,8,4893121,5566269,TRUE,433,3181,0.000679901,0.000346225,0.0010289,9.78911e-05,TRUE,-0.276797,-0.276797,FALSE,-0.99749,0.21307,0.247775,2,NA
1243,8,5566270,6019163,TRUE,281,2373,0.000243054,0.000206017,0.0768612,0.00275583,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1244,8,6019164,6663427,TRUE,483,2812,0.000144975,0.000763238,0.251572,7.41773e-13,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1245,8,6663428,8064600,TRUE,249,1188,NA,0.000212361,NA,0.00145233,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1246,8,8064601,8589770,TRUE,220,1679,7.65399e-05,0.000279713,0.294879,2.99237e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1247,8,8589771,9167795,TRUE,291,1890,0.00011998,0.000432037,0.237227,6.89368e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1248,8,9167796,9835863,TRUE,235,1937,0.000226456,0.000551806,0.0742906,6.91146e-13,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1249,8,9835864,10478851,TRUE,344,2036,0.000396617,0.000453554,0.0197108,9.01799e-08,TRUE,-0.10898,-0.10898,FALSE,-0.85262,0.42143,0.666778,2,NA
1250,8,10478852,11466761,TRUE,400,2695,0.000178253,0.00037009,0.185268,2.42628e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1251,8,11466762,12296849,TRUE,227,1466,0.000175505,0.000157198,0.123764,0.00917263,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1252,8,12296850,12947935,TRUE,185,1427,0.000154115,0.000120253,0.131927,0.0215306,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1253,8,12947936,13395051,TRUE,186,1710,NA,0.000139044,NA,0.0118414,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1254,8,13395052,13948095,TRUE,269,3109,0.000143284,0.000241337,0.188909,0.00051375,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1255,8,13948096,14389305,TRUE,176,1789,1.49755e-05,0.000148119,0.441141,0.00626655,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1256,8,14389306,14872767,TRUE,215,1895,2.17539e-05,0.000190087,0.428739,0.00219139,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1257,8,14872768,15359692,TRUE,229,1927,0.000232091,0.000116462,0.0665823,0.0360285,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1258,8,15359693,15999328,TRUE,292,2285,0.000308856,0.000207,0.039792,0.00336406,TRUE,-0.287165,-0.287165,FALSE,-1,0.4643,0.432832,2,NA
1259,8,15999329,16988030,TRUE,380,2807,NA,0.000905913,NA,4.72623e-18,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1260,8,16988031,17492672,TRUE,312,1742,0.000419099,0.000258938,0.0118001,0.000522787,TRUE,-0.179301,-0.179301,FALSE,-1,0.42843,0.545891,2,NA
1261,8,17492673,17947004,TRUE,193,1886,0.000423089,0.000131035,0.00247869,0.0157755,TRUE,-0.0803464,-0.0803464,FALSE,-1,0.6446,0.809827,2,NA
1262,8,17947005,18668609,TRUE,395,2835,NA,0.000598388,NA,3.23525e-10,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1263,8,18668610,19488888,TRUE,439,2635,0.000125905,0.000376745,0.268952,3.36323e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1264,8,19488889,20135628,TRUE,337,1986,0.000339552,0.000237701,0.036719,0.00199855,TRUE,0.0178315,0.0178315,FALSE,-1,0.87891,0.959418,2,NA
1265,8,20135629,20812107,TRUE,266,1923,0.000263258,0.000194976,0.0577612,0.00363682,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1266,8,20812108,21650453,TRUE,380,2266,0.000310789,0.000245797,0.0599652,0.00236145,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1267,8,21650454,22895018,TRUE,503,2557,0.000391411,0.000395848,0.0447785,5.33489e-05,TRUE,-0.110654,-0.110654,FALSE,-1,0.5526,0.719925,2,NA
1268,8,22895019,23788494,TRUE,376,2684,2.89513e-05,0.000230465,0.431301,0.00345901,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1269,8,23788495,24863243,TRUE,264,2311,8.9675e-05,0.000241457,0.285692,0.000593645,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1270,8,24863244,25859277,TRUE,328,2270,0.000270946,0.000323091,0.0713457,5.67574e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1271,8,25859278,26679135,TRUE,330,2647,0.000571794,0.000391496,0.00157946,1.66382e-06,TRUE,0.0643134,0.0643134,FALSE,-0.45442,0.53934,0.774953,2,NA
1272,8,26679136,27406511,TRUE,224,2264,9.02473e-05,0.000296305,0.26662,1.53567e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1273,8,27406512,28344176,TRUE,315,2322,NA,0.000275668,NA,0.000262309,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1274,8,28344177,29744540,TRUE,424,2514,3.08038e-05,0.000436587,0.431788,1.84423e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1275,8,29744541,31134786,TRUE,294,2633,0.00013111,1.25668e-05,0.21859,0.419356,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1276,8,31134787,32454962,TRUE,313,3396,NA,0.000360866,NA,4.56797e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1277,8,32454963,33982537,TRUE,293,2691,0.000479183,0.000485314,0.00427249,2.30379e-09,TRUE,0.0988824,0.0988824,FALSE,-0.39909,0.5853,0.648882,2,NA
1278,8,33982538,34792220,TRUE,123,1906,6.04392e-05,0.000178493,0.286323,0.000877726,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1279,8,34792221,36641174,TRUE,287,2113,0.000283106,0.000304416,0.053051,6.88308e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1280,8,36641175,38803980,TRUE,574,3124,0.000848008,0.00046292,0.000430855,9.27913e-06,TRUE,-0.0810794,-0.0810794,FALSE,-0.61583,0.34483,0.704922,2,NA
1281,8,38803981,40179577,TRUE,310,2745,NA,0.000392515,NA,1.03105e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1282,8,40179578,40974254,TRUE,247,2393,0.000102707,0.000441213,0.251278,3.67415e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1283,8,40974255,41725002,TRUE,268,2000,9.32861e-05,0.0002132,0.277761,0.00173479,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1284,8,41725003,43825633,TRUE,290,3368,0.000574595,0.000273115,0.00099866,0.000538262,TRUE,0.00395443,0.00395443,FALSE,-0.68851,0.54302,0.987801,2,NA
1285,8,43825634,49044813,TRUE,121,2348,8.34414e-05,5.9106e-05,0.221773,0.110441,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1286,8,49044814,50288660,TRUE,208,2289,NA,0.000135442,NA,0.015521,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1287,8,50288661,51461455,TRUE,140,2463,8.87593e-05,0.000128407,0.221218,0.00799036,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1288,8,51461456,52326236,TRUE,142,2131,0.000204757,0.000102615,0.0494271,0.0251975,TRUE,-0.0661457,-0.0661457,FALSE,-1,1,0.883534,2,NA
1289,8,52326237,53108910,TRUE,158,2102,0.000111957,0.000142285,0.185286,0.00593766,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1290,8,53108911,54119373,TRUE,202,2234,0.000106847,0.000190284,0.22314,0.00167783,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1291,8,54119374,55275354,TRUE,222,2363,0.000184939,0.000138523,0.10958,0.0160671,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1292,8,55275355,56346878,TRUE,257,2343,0.000118154,0.000176117,0.227113,0.00643257,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1293,8,56346879,57436722,TRUE,270,2517,0.000320229,0.000285807,0.0305363,9.47059e-05,TRUE,0.251551,0.251551,FALSE,-0.48048,1,0.416481,2,NA
1294,8,57436723,58675117,TRUE,316,3340,NA,0.000314079,NA,5.28725e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1295,8,58675118,59555977,TRUE,255,2171,0.00024461,0.000258634,0.067525,0.000222088,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1296,8,59555978,60476248,TRUE,245,1718,0.000649116,0.000518179,9.01896e-05,2.18405e-11,TRUE,0.192046,0.192046,FALSE,-0.17556,0.55919,0.282777,2,NA
1297,8,60476249,61324889,TRUE,162,1860,0.000184874,0.000167427,0.0784944,0.00209262,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1298,8,61324890,62330900,TRUE,283,1961,0.000327191,0.000309107,0.0303748,3.1917e-05,TRUE,-0.511647,-0.511647,FALSE,-1,0.06855,0.0882487,2,NA
1299,8,62330901,63253462,TRUE,200,2246,NA,0.000247485,NA,0.000116457,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1300,8,63253463,64215358,TRUE,169,2404,0.000127847,0.000242051,0.161379,3.47784e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1301,8,64215359,66018204,TRUE,318,2876,0.000525751,0.000532136,0.00282606,3.96789e-10,TRUE,0.485413,0.485413,FALSE,0.09243,1,0.0193193,2,NA
1302,8,66018205,66960438,TRUE,197,2025,3.58319e-05,0.000219406,0.387093,0.000333707,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1303,8,66960439,68683823,TRUE,321,2522,0.000185583,0.000293267,0.150459,0.000155737,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1304,8,68683824,70004665,TRUE,421,3053,9.3618e-05,0.00056517,0.317203,1.63991e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1305,8,70004666,70872088,TRUE,289,1822,1.00228e-05,0.00010888,0.465581,0.0682736,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1306,8,70872089,72013184,TRUE,182,2133,0.000250743,0.000132869,0.0372477,0.0121766,TRUE,0.41134,0.41134,FALSE,-0.53626,1,0.30905,2,NA
1307,8,72013185,72917489,TRUE,365,2137,7.92415e-05,0.000267735,0.331462,0.000758492,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1308,8,72917490,73838027,TRUE,267,2292,NA,0.000398509,NA,1.41086e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1309,8,73838028,75011699,TRUE,374,2504,7.05453e-05,0.000391263,0.349622,4.83057e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1310,8,75011700,76295483,TRUE,329,2942,NA,0.000437627,NA,1.85901e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1311,8,76295484,77377989,TRUE,179,2640,5.85146e-05,0.000124928,0.321423,0.0172308,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1312,8,77377990,78633659,TRUE,230,2771,4.57002e-05,7.90231e-05,0.370943,0.108143,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1313,8,78633660,79756169,TRUE,167,2611,NA,0.000199722,NA,0.000396529,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1314,8,79756170,81340231,TRUE,395,3388,9.08063e-05,0.000284496,0.31689,0.000642673,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1315,8,81340232,82878769,TRUE,373,2910,1.70609e-05,0.000240098,0.455285,0.00279371,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1316,8,82878770,83730337,TRUE,169,2133,NA,0.000139533,NA,0.00721944,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1317,8,83730338,85116734,TRUE,231,3608,NA,0.000353123,NA,5.83553e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1318,8,85116735,86251870,TRUE,153,1882,2.27486e-05,0.000171438,0.412732,0.00128931,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1319,8,86251871,87563145,TRUE,149,1755,0.00013571,0.000113418,0.134714,0.0172982,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1320,8,87563146,89081177,TRUE,301,3182,3.8021e-05,0.000282007,0.403341,0.00017196,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1321,8,89081178,90364149,TRUE,230,2939,0.000150376,0.000130522,0.159952,0.0230714,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1322,8,90364150,91457962,TRUE,220,2009,NA,0.000141289,NA,0.0150928,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1323,8,91457963,92876620,TRUE,183,2052,NA,0.000130916,NA,0.0136835,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1324,8,92876621,94999066,TRUE,476,3407,2.47946e-06,0.000462138,0.486854,2.074e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1325,8,94999067,96175630,TRUE,287,2955,0.000359116,0.000236467,0.020919,0.000872127,TRUE,0.0440045,0.0440045,FALSE,-0.86918,0.78144,0.89065,2,NA
1326,8,96175631,96900513,TRUE,319,1991,8.36735e-05,0.000256278,0.312272,0.000728909,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1327,8,96900514,98132519,TRUE,315,2081,2.40358e-05,0.000271659,0.435786,0.000334042,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1328,8,98132520,99388944,TRUE,394,2711,0.000153866,6.36053e-05,0.21578,0.215848,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1329,8,99388945,101448439,TRUE,249,2693,NA,0.000237359,NA,0.000472267,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1330,8,101448440,102548680,TRUE,414,2156,0.000608312,0.000249943,0.00234064,0.00253384,TRUE,-0.0943139,-0.0943139,FALSE,-0.93929,0.48268,0.73867,2,NA
1331,8,102548681,103716053,TRUE,373,2765,0.000130801,0.000447861,0.244617,3.43005e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1332,8,103716054,104467845,TRUE,228,1858,NA,0.00012066,NA,0.0303896,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1333,8,104467846,105370130,TRUE,112,2290,2.92558e-06,4.14209e-05,0.471212,0.167812,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1334,8,105370131,106500950,TRUE,300,2255,NA,0.000182735,NA,0.00830844,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1335,8,106500951,107787163,TRUE,276,2599,0.000338821,0.000382992,0.025192,6.89276e-07,TRUE,-0.256031,-0.256031,FALSE,-1,0.28789,0.345862,2,NA
1336,8,107787164,108647463,TRUE,204,2071,NA,9.82661e-05,NA,0.0542494,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1337,8,108647464,109920827,TRUE,246,2743,6.64456e-05,8.34451e-05,0.326917,0.107539,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1338,8,109920828,111207349,TRUE,244,2424,0.000100894,0.000234717,0.253355,0.000461666,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1339,8,111207350,112601513,TRUE,146,2024,1.50663e-05,0.00016801,0.43514,0.00110767,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1340,8,112601514,113650853,TRUE,132,2032,NA,0.000184777,NA,0.00031219,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1341,8,113650854,114781574,TRUE,102,2285,NA,0.000103843,NA,0.0104525,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1342,8,114781575,115334858,TRUE,117,1494,NA,7.94955e-05,NA,0.043514,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1343,8,115334859,116094203,TRUE,108,1937,5.35013e-06,0.000127364,0.461529,0.00447517,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1344,8,116094204,118300068,TRUE,443,3288,3.3487e-05,0.000260887,0.428199,0.0022289,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1345,8,118300069,119423298,TRUE,328,2196,0.000320045,0.000148031,0.0431431,0.0295875,TRUE,0.946646,0.946646,FALSE,0.13524,1,0.0293985,2,NA
1346,8,119423299,120216587,TRUE,219,1989,0.000159801,0.000105158,0.140785,0.0483797,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1347,8,120216588,121554390,TRUE,264,2937,9.6375e-05,0.000205571,0.26993,0.00221147,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1348,8,121554391,122622804,TRUE,309,2514,NA,0.000170942,NA,0.0125545,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1349,8,122622805,124001019,TRUE,373,2471,0.000164726,0.000194308,0.194401,0.00966635,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1350,8,124001020,125453322,TRUE,427,3080,0.000652489,0.000500484,0.00142719,7.47808e-08,TRUE,0.034125,0.034125,FALSE,-0.45792,0.46034,0.870941,2,NA
1351,8,125453323,126766827,TRUE,423,3022,0.000254355,7.96659e-05,0.109858,0.173662,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1352,8,126766828,128073654,TRUE,399,3044,NA,0.000242449,NA,0.00265031,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1353,8,128073655,129291118,TRUE,570,3112,0.000269041,0.000522608,0.130934,6.56912e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1354,8,129291119,130383563,TRUE,260,2478,0.000343582,0.000289264,0.02079,5.53388e-05,TRUE,0.195258,0.195258,FALSE,-0.50963,0.92727,0.506553,2,NA
1355,8,130383564,131545725,TRUE,295,2832,0.000272517,0.000132207,0.062482,0.0388209,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1356,8,131545726,132534636,TRUE,339,2599,4.67793e-05,0.000118487,0.390342,0.062652,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1357,8,132534637,133461551,TRUE,292,2504,9.03676e-05,0.000148695,0.292403,0.024373,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1358,8,133461552,134509448,TRUE,422,2635,8.29657e-05,0.000257767,0.336174,0.00206987,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1359,8,134509449,135313673,TRUE,396,2652,0.00014513,0.000360941,0.22934,3.41989e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1360,8,135313674,136220342,TRUE,330,2291,0.000198594,0.000307707,0.138005,9.39069e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1361,8,136220343,137527617,TRUE,290,3109,9.23098e-05,0.00075183,0.287388,1.11048e-17,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1362,8,137527618,138564843,TRUE,247,2923,0.000224843,0.000374939,0.080371,3.38294e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1363,8,138564844,139404631,TRUE,316,2334,NA,0.000209995,NA,0.00390098,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1364,8,139404632,140355988,TRUE,353,2429,NA,0.000374807,NA,9.26357e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1365,8,140355989,141527881,TRUE,436,2722,0.000238493,0.000282631,0.128024,0.0010684,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1366,8,141527882,142611889,TRUE,389,2423,NA,0.000149219,NA,0.0395915,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1367,8,142611890,143611461,TRUE,363,2430,0.00014073,0.000277624,0.226707,0.000633524,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1368,8,143611462,144934288,TRUE,403,3350,8.6491e-05,0.000234285,0.327957,0.00403024,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1369,8,144934289,146303787,TRUE,263,1551,0.00021499,0.000537456,0.0995289,8.06234e-11,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1370,9,10469,653661,TRUE,239,1646,5.15026e-05,0.00011311,0.359249,0.0438088,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1371,9,653662,1103598,TRUE,286,1499,0.00054005,0.000269325,0.00145983,0.000212407,TRUE,-0.357614,-0.357614,FALSE,-1,0.14494,0.161074,2,NA
1372,9,1103599,1874961,TRUE,394,2530,0.000345918,0.000128868,0.0445695,0.0618495,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1373,9,1874962,2441120,TRUE,377,1635,0.000112015,NA,0.276707,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
1374,9,2441121,3079045,TRUE,322,1643,0.000197484,0.000178004,0.136135,0.0110914,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1375,9,3079046,4025355,TRUE,447,2107,NA,0.000335472,NA,0.000201541,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1376,9,4025356,4596614,TRUE,398,1773,0.000273509,0.000256206,0.0881523,0.0017647,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1377,9,4596615,5437591,TRUE,304,1906,0.00032362,9.41752e-05,0.0362011,0.0983317,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1378,9,5437592,6859791,TRUE,509,3244,0.000412635,0.000392868,0.0372117,4.67018e-05,TRUE,-0.205133,-0.205133,FALSE,-1,0.40954,0.49571,2,NA
1379,9,6859792,7388202,TRUE,271,1955,NA,0.000307586,NA,2.75474e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1380,9,7388203,8262303,TRUE,448,2572,0.000252508,0.000318354,0.121503,0.000478347,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1381,9,8262304,9170120,TRUE,470,2949,0.000594526,0.000130725,0.00449724,0.0785449,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1382,9,9170121,9920258,TRUE,366,2306,0.000206754,0.000402363,0.140538,2.58642e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1383,9,9920259,10675474,TRUE,349,2500,NA,0.000166085,NA,0.0193132,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1384,9,10675475,11270764,TRUE,201,1800,0.000107027,4.63166e-05,0.220502,0.210365,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1385,9,11270765,12044915,TRUE,138,2464,6.4139e-05,8.88393e-05,0.282432,0.0397842,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1386,9,12044916,12664858,TRUE,218,1765,0.000316847,0.000384421,0.0204773,3.58842e-08,TRUE,0.0661635,0.0661635,FALSE,-0.61109,0.65462,0.798061,2,NA
1387,9,12664859,13512852,TRUE,312,1707,0.000219863,0.000253805,0.110274,0.000850512,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1388,9,13512853,14244747,TRUE,352,2078,5.7501e-05,0.000167185,0.371475,0.021361,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1389,9,14244748,14902924,TRUE,448,1797,0.000769752,0.000487382,0.000342477,3.52255e-07,TRUE,-0.411915,-0.411915,FALSE,-0.99138,-0.00943,0.0413704,2,NA
1390,9,14902925,15839403,TRUE,318,2147,0.00024446,0.000182869,0.0890729,0.0095949,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1391,9,15839404,16658377,TRUE,361,1911,0.000348189,0.000213685,0.0377549,0.00546778,TRUE,NA,-1.36279,TRUE,NA,NA,NA,2,NA
1392,9,16658378,17392382,TRUE,188,2111,NA,0.00016162,NA,0.00391508,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1393,9,17392383,17990565,TRUE,208,1684,0.000157689,0.000200737,0.138669,0.00108223,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1394,9,17990566,18754196,TRUE,316,2007,0.000360444,0.000344694,0.0252993,1.46018e-05,TRUE,0.234384,0.234384,FALSE,-0.43401,0.96779,0.412751,2,NA
1395,9,18754197,19463292,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1396,9,19463293,20483880,TRUE,432,2219,0.000360397,0.000329619,0.0455185,0.000190323,TRUE,-0.143334,-0.143334,FALSE,-1,0.55999,0.658114,2,NA
1397,9,20483881,21674032,TRUE,346,2613,0.000362038,0.000194227,0.0295759,0.00813168,TRUE,-1,-1.13303,FALSE,-1,-0.2662,0.00237807,2,NA
1398,9,21674033,23091193,TRUE,451,2997,0.000215357,0.00021841,0.155046,0.00840287,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1399,9,23091194,23859374,TRUE,366,1759,NA,0.000437878,NA,5.89071e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1400,9,23859375,24757729,TRUE,284,1761,0.000167025,0.000359848,0.160268,2.37185e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1401,9,24757730,25957606,TRUE,426,3017,NA,0.000252914,NA,0.00245574,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1402,9,25957607,26747214,TRUE,283,1802,NA,0.000224399,NA,0.00134763,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1403,9,26747215,27366479,TRUE,243,1785,NA,0.000124686,NA,0.0313111,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1404,9,27366480,28067454,TRUE,283,1789,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,0,"MDD_noUKB,BIP_noUKB"
1405,9,28067455,28766060,TRUE,288,1783,1.51337e-05,0.000279165,0.453475,0.000140248,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1406,9,28766061,29596501,TRUE,185,2669,0.000344893,8.2553e-05,0.00863917,0.0742372,FALSE,NA,NA,NA,NA,NA,NA,2,NA
