"locus","chr","start","stop","processed","K","n_snps","h2_AN","h2_ASD","p_AN","p_ASD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1340,8,112601514,113650853,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1341,8,113650854,114781574,TRUE,77,2279,0.000290996,NA,0.0560333,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1342,8,114781575,115334858,TRUE,97,1584,0.000477108,0.000427035,0.0128018,0.0834665,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1343,8,115334859,116094203,TRUE,79,1931,0.000685708,0.000382664,0.000562039,0.0853417,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1344,8,116094204,118300068,TRUE,323,3108,0.00184856,0.000447795,3.0392e-06,0.204353,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1345,8,118300069,119423298,TRUE,283,2170,0.000987976,6.71642e-05,0.00300259,0.437078,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1346,8,119423299,120216587,TRUE,167,1985,0.000911297,NA,0.000730152,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1347,8,120216588,121554390,TRUE,210,2948,0.000723392,NA,0.0104596,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1348,8,121554391,122622804,TRUE,249,2547,0.00150439,NA,1.00785e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1349,8,122622805,124001019,TRUE,270,2313,0.00120608,NA,0.00046491,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1350,8,124001020,125453322,TRUE,347,3020,0.000866983,NA,0.0131747,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1351,8,125453323,126766827,TRUE,340,2892,0.00155534,NA,7.12146e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1352,8,126766828,128073654,TRUE,314,2949,0.000679161,NA,0.0331959,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1353,8,128073655,129291118,TRUE,485,3057,0.00131354,0.00130415,0.00248898,0.0294386,TRUE,0.47239,0.47239,FALSE,-0.23156,1,0.162955,2,NA
1354,8,129291119,130383563,TRUE,188,2524,0.000667412,2.55001e-05,0.0110078,0.462079,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1355,8,130383564,131545725,TRUE,242,2717,0.00117318,1.28201e-05,0.000275458,0.477157,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1356,8,131545726,132534636,TRUE,266,2632,0.0011517,NA,0.000554134,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1357,8,132534637,133461551,TRUE,235,2428,0.000279361,NA,0.179283,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1358,8,133461552,134509448,TRUE,337,2529,0.00125595,NA,0.000755583,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1359,8,134509449,135313673,TRUE,331,2595,0.000174156,NA,0.311541,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1360,8,135313674,136220342,TRUE,258,2222,0.0009499,NA,0.00286094,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1361,8,136220343,137527617,TRUE,217,3060,0.000933493,0.000319161,0.00168893,0.233735,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1362,8,137527618,138564843,TRUE,195,2797,0.00107422,0.000225061,0.000514022,0.290197,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1363,8,138564844,139404631,TRUE,257,2347,0.000259796,NA,0.20634,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1364,8,139404632,140355988,TRUE,236,2213,0.000490872,NA,0.0644471,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1365,8,140355989,141527881,TRUE,355,2647,0.00035319,NA,0.175835,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1366,8,141527882,142611889,TRUE,299,2260,0.000202735,NA,0.279258,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1367,8,142611890,143611461,TRUE,231,2216,0.00177128,4.80637e-06,6.69246e-07,0.483496,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1368,8,143611462,144934288,TRUE,311,3339,0.00207475,NA,8.18276e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1369,8,144934289,146303787,TRUE,125,1292,0.00135396,NA,4.37911e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1370,9,10469,653661,TRUE,208,1614,0.000860678,3.8855e-06,0.00326141,0.483441,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1371,9,653662,1103598,TRUE,222,1406,0.00043519,0.000149941,0.0792486,0.360154,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1372,9,1103599,1874961,TRUE,324,2595,0.000898624,0.00100842,0.00989082,0.0373633,TRUE,-0.260893,-0.260893,FALSE,-1,0.61631,0.499587,2,NA
1373,9,1874962,2441120,TRUE,295,1507,0.000643116,NA,0.0365628,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1374,9,2441121,3079045,TRUE,257,1586,0.000739016,NA,0.0145445,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1375,9,3079046,4025355,TRUE,323,1879,0.00196238,NA,1.27012e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1376,9,4025356,4596614,TRUE,335,1761,0.000309774,NA,0.197569,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1377,9,4596615,5437591,TRUE,224,1859,0.000554731,NA,0.0373502,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1378,9,5437592,6859791,TRUE,423,3264,0.00187438,NA,2.25109e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1379,9,6859792,7388202,TRUE,231,1988,0.0015032,NA,6.05108e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1380,9,7388203,8262303,TRUE,392,2492,0.00142969,NA,0.00037771,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1381,9,8262304,9170120,TRUE,399,2879,0.000974329,NA,0.0106967,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1382,9,9170121,9920258,TRUE,317,2313,0.000887311,NA,0.00997325,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1383,9,9920259,10675474,TRUE,286,2480,0.000486965,0.000239987,0.0808923,0.313099,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1384,9,10675475,11270764,TRUE,127,1752,0.000855518,0.000655114,0.000353516,0.0348611,TRUE,0.435415,0.435415,FALSE,-0.30205,1,0.20449,2,NA
1385,9,11270765,12044915,TRUE,92,2411,0.000592855,5.76192e-05,0.00315222,0.403588,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1386,9,12044916,12664858,TRUE,163,1721,0.000655489,NA,0.00862444,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1387,9,12664859,13512852,TRUE,212,1555,0.00064341,NA,0.020635,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1388,9,13512853,14244747,TRUE,292,1969,0.00141734,NA,0.000110488,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1389,9,14244748,14902924,TRUE,357,1709,0.0015918,0.000294094,6.15225e-05,0.298474,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1390,9,14902925,15839403,TRUE,241,2084,0.00103695,0.000515812,0.00114946,0.138839,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1391,9,15839404,16658377,TRUE,289,1873,0.00162316,0.000160597,1.22151e-05,0.36892,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1392,9,16658378,17392382,TRUE,146,2190,0.000645824,NA,0.00702705,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1393,9,17392383,17990565,TRUE,160,1640,0.000858121,NA,0.00126189,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1394,9,17990566,18754196,TRUE,303,2065,0.00110395,NA,0.00139914,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1395,9,18754197,19463292,TRUE,226,1923,0.00127762,NA,7.06702e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1396,9,19463293,20483880,TRUE,336,2161,0.00166829,0.000566648,2.49768e-05,0.155294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1397,9,20483881,21674032,TRUE,293,2635,0.00105638,0.000517856,0.00207693,0.160229,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1398,9,21674033,23091193,TRUE,355,2900,0.00141034,NA,0.000337979,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1399,9,23091194,23859374,TRUE,272,1680,0.000741701,NA,0.0230494,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1400,9,23859375,24757729,TRUE,198,1636,0.00195265,NA,3.64011e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1401,9,24757730,25957606,TRUE,330,3001,0.00185228,1.66134e-05,3.95301e-06,0.477711,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1402,9,25957607,26747214,TRUE,249,1822,0.000678829,3.73148e-05,0.019979,0.45732,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1403,9,26747215,27366479,TRUE,201,1795,0.0007375,NA,0.00748976,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1404,9,27366480,28067454,TRUE,210,1650,0.000418397,2.91243e-05,0.0854354,0.460867,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1405,9,28067455,28766060,TRUE,231,1742,0.000872226,0.000202531,0.00459562,0.322057,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1406,9,28766061,29596501,TRUE,165,2801,0.000782567,0.000438305,0.0022469,0.133016,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1407,9,29596502,30410078,TRUE,135,1822,0.000677594,NA,0.00422394,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1408,9,30410079,31115153,TRUE,82,1776,0.000640179,0.000191621,0.00105848,0.235235,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1409,9,31115154,32253283,TRUE,111,3560,0.00138657,0.000100529,9.93883e-08,0.362012,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1410,9,32253284,33194892,TRUE,224,2293,0.00144809,0.000788599,1.25562e-05,0.047134,TRUE,0.520889,0.520889,FALSE,-0.10747,1,0.097768,2,NA
1411,9,33194893,34704544,TRUE,220,2922,0.000757576,NA,0.00798528,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1412,9,34704545,36749273,TRUE,438,3370,0.00125425,NA,0.00264015,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1413,9,36749274,37687112,TRUE,279,1965,0.000512099,0.000195856,0.0677367,0.341481,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1414,9,37687113,38822977,TRUE,284,2128,0.00103932,NA,0.00226023,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1415,9,38822978,43903829,TRUE,3,36,2.19646e-05,NA,0.239958,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1416,9,43903830,66673058,TRUE,3,10,5.44752e-06,NA,0.347752,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1417,9,66673059,70939677,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1418,9,70939678,72288878,TRUE,326,2604,0.000801509,NA,0.0162115,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1419,9,72288879,73915494,TRUE,330,3788,0.00223499,NA,2.27429e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1420,9,73915495,74950318,TRUE,247,1905,0.000565415,0.000151951,0.0422368,0.365467,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1421,9,74950319,76197744,TRUE,151,2327,0.000811584,0.000672742,0.0014064,0.0424799,TRUE,0.433776,0.433776,FALSE,-0.37988,1,0.236794,2,NA
1422,9,76197745,77862308,TRUE,294,3047,0.00115335,0.000350576,0.0012131,0.246442,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1423,9,77862309,78630915,TRUE,277,2156,0.00188865,NA,3.67289e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1424,9,78630916,79451035,TRUE,360,2167,0.00100112,0.000994743,0.00730705,0.0468593,TRUE,-0.0664164,-0.0664164,FALSE,-1,0.87499,0.863835,2,NA
1425,9,79451036,80137024,TRUE,190,1777,0.000249207,0.000316106,0.1821,0.221447,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1426,9,80137025,81161597,TRUE,177,1947,0.000334445,NA,0.109201,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1427,9,81161598,82601465,TRUE,403,2693,0.00149288,0.000210777,0.000388816,0.357602,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1428,9,82601466,83455502,TRUE,205,2856,0.00165158,NA,2.84161e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1429,9,83455503,85135751,TRUE,350,3049,0.00194065,NA,1.86288e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1430,9,85135752,86769886,TRUE,380,3456,0.0014361,0.000182298,0.000360363,0.371288,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1431,9,86769887,87815449,TRUE,245,2589,0.000178472,NA,0.277782,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1432,9,87815450,89171796,TRUE,205,2490,0.000318136,NA,0.145099,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1433,9,89171797,90135154,TRUE,289,2377,0.00165446,NA,7.26292e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1434,9,90135155,90890979,TRUE,184,1880,0.000166293,0.000252513,0.263496,0.263578,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1435,9,90890980,91643255,TRUE,128,1656,0.00050851,0.000394847,0.0223404,0.128178,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1436,9,91643256,92500277,TRUE,191,1850,0.000912856,NA,0.00132843,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1437,9,92500278,93441050,TRUE,194,2144,0.000330399,NA,0.120305,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1438,9,93441051,94175374,TRUE,218,1852,0.00102639,NA,0.000785758,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1439,9,94175375,94924482,TRUE,151,2196,NA,0.000478741,NA,0.104259,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
1440,9,94924483,95854925,TRUE,124,1975,0.000520315,NA,0.0144907,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1441,9,95854926,96670171,TRUE,174,2263,0.000464684,NA,0.0438487,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1442,9,96670172,97418633,TRUE,140,1821,0.000134811,0.000321389,0.273736,0.183995,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1443,9,97418634,98885862,TRUE,288,2615,0.000585364,NA,0.0472643,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1444,9,98885863,100310517,TRUE,156,1847,0.00181396,NA,6.22669e-09,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1445,9,100310518,101596750,TRUE,346,2914,0.00140559,NA,0.000250879,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1446,9,101596751,103165725,TRUE,252,2491,0.00174406,NA,9.46902e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1447,9,103165726,104222848,TRUE,180,2348,0.000294887,NA,0.136844,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1448,9,104222849,105043411,TRUE,199,2398,0.00116044,NA,0.000116753,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1449,9,105043412,105846545,TRUE,186,2741,0.000566825,0.000110975,0.0233447,0.382551,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1450,9,105846546,107061019,TRUE,211,3389,0.00147038,NA,4.35294e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1451,9,107061020,108203095,TRUE,311,3142,0.00100536,0.000406907,0.00381187,0.221143,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1452,9,108203096,109150717,TRUE,142,1708,0.000620991,0.000372677,0.00892462,0.152522,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1453,9,109150718,110630150,TRUE,448,3169,0.0014146,0.00172779,0.00114146,0.00528137,TRUE,-0.149499,-0.149499,FALSE,-1,0.44565,0.599005,2,NA
1454,9,110630151,111368107,TRUE,201,1850,0.000129432,NA,0.314985,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1455,9,111368108,112076381,TRUE,181,1926,0.000728123,0.00106521,0.00549532,0.00760631,TRUE,0.57529,0.57529,FALSE,-0.08679,1,0.0835953,2,NA
1456,9,112076382,112865520,TRUE,251,2140,0.00105992,NA,0.000975672,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1457,9,112865521,113646149,TRUE,305,2390,0.00117497,3.96236e-05,0.000761703,0.459698,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1458,9,113646150,114443475,TRUE,229,1970,0.000381457,NA,0.104714,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1459,9,114443476,115390112,TRUE,170,2229,0.000825323,1.36322e-05,0.00170408,0.471946,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1460,9,115390113,116159540,TRUE,220,1814,0.000982787,NA,0.00126216,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1461,9,116159541,117054909,TRUE,289,1939,0.00156224,NA,3.22316e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1462,9,117054910,117989017,TRUE,280,2246,0.000441839,NA,0.0962973,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1463,9,117989018,119001227,TRUE,175,2250,0.000334517,0.000342379,0.105827,0.195026,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1464,9,119001228,119890464,TRUE,287,2052,0.000386103,0.000765523,0.126731,0.073169,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1465,9,119890465,121008529,TRUE,334,2585,0.000348823,0.000230882,0.166242,0.331591,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1466,9,121008530,122677719,TRUE,288,3002,0.00146867,NA,6.00003e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1467,9,122677720,124119883,TRUE,212,1847,0.000100943,NA,0.354751,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1468,9,124119884,125137578,TRUE,261,2024,0.00141895,NA,5.03754e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1469,9,125137579,126092931,TRUE,165,1735,0.00105447,0.000239896,0.000245068,0.262553,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1470,9,126092932,127184582,TRUE,231,2221,0.00120103,0.000265953,0.000167703,0.276046,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1471,9,127184583,128785782,TRUE,167,1809,0.00114363,NA,6.21206e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1472,9,128785783,129617771,TRUE,338,1842,0.000774423,NA,0.0206563,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1473,9,129617772,130902727,TRUE,204,1920,0.00124812,NA,6.48293e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1474,9,130902728,132193798,TRUE,183,1634,0.00135661,0.0003582,1.45857e-05,0.190034,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1475,9,132193799,132999452,TRUE,254,2320,0.00214357,NA,1.76815e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1476,9,132999453,134141936,TRUE,345,2033,0.0017849,0.000392855,2.25029e-05,0.239818,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1477,9,134141937,135135887,TRUE,249,1753,0.000260168,NA,0.209104,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1478,9,135135888,136042490,TRUE,305,1983,0.000851809,NA,0.0114281,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1479,9,136042491,136770926,TRUE,272,2002,0.000751199,NA,0.0234355,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1480,9,136770927,137593527,TRUE,183,1550,0.00115902,NA,0.000543969,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1481,9,137593528,138202112,TRUE,333,1923,0.00141481,NA,0.000605707,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1482,9,138202113,138995791,TRUE,241,1557,0.00074586,NA,0.026483,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1483,9,138995792,140097759,TRUE,186,1666,0.000998923,0.000529923,0.00205624,0.104525,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1484,9,140097760,141146682,TRUE,92,640,0.000299112,NA,0.0962629,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1485,10,60515,1329232,TRUE,232,2334,0.000855985,NA,0.00653993,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1486,10,1329233,1872960,TRUE,246,1596,0.000471874,NA,0.0784173,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1487,10,1872961,2637065,TRUE,286,3066,0.000604848,NA,0.040361,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1488,10,2637066,3225336,TRUE,205,1847,0.00115095,NA,0.000263183,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1489,10,3225337,3880322,TRUE,216,1803,0.000511811,0.000227117,0.0470612,0.297873,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1490,10,3880323,4813182,TRUE,288,2265,0.00134432,2.47667e-05,0.000202232,0.469892,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1491,10,4813183,5396242,TRUE,170,2478,0.000174157,NA,0.246869,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1492,10,5396243,6234718,TRUE,393,2485,0.000556833,NA,0.0895467,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1493,10,6234719,6897037,TRUE,269,1768,0.00114814,NA,0.000712093,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1494,10,6897038,7659872,TRUE,312,2211,0.000654764,NA,0.0378809,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1495,10,7659873,8771920,TRUE,392,3244,0.000231075,NA,0.276721,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1496,10,8771921,10081279,TRUE,263,3196,0.0007302,0.000306375,0.0150447,0.261906,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1497,10,10081280,10969481,TRUE,231,2202,0.000599878,NA,0.0299673,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1498,10,10969482,11856924,TRUE,312,2083,0.00159755,NA,3.2849e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1499,10,11856925,12581571,TRUE,260,1834,0.00136729,0.000728762,7.91623e-05,0.0733222,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1500,10,12581572,13208061,TRUE,296,1731,0.00120912,NA,0.000704785,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1501,10,13208062,14008135,TRUE,432,2252,0.00125043,NA,0.00253147,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1502,10,14008136,14820755,TRUE,317,2487,0.000974937,NA,0.00481316,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1503,10,14820756,15946677,TRUE,342,2835,0.00152884,NA,9.13119e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1504,10,15946678,17065860,TRUE,260,2565,0.001154,NA,0.000513747,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1505,10,17065861,18529742,TRUE,313,3191,0.00160695,0.000118896,2.06098e-05,0.402992,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1506,10,18529743,19421514,TRUE,248,2645,0.000740547,NA,0.0125993,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1507,10,19421515,19965624,TRUE,91,1867,0.000457284,0.000436246,0.0143487,0.0736113,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1508,10,19965625,20616432,TRUE,197,1921,0.000127883,0.00050033,0.314614,0.123193,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1509,10,20616433,21477692,TRUE,211,2155,0.000408328,NA,0.0847232,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1510,10,21477693,23365685,TRUE,260,2525,0.00151973,0.00033928,3.02139e-05,0.240253,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1511,10,23365686,24489447,TRUE,165,2037,0.000666134,NA,0.00948566,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1512,10,24489448,25577761,TRUE,294,1981,0.00107982,NA,0.00210336,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1513,10,25577762,26161974,TRUE,120,1986,0.00069494,0.000295441,0.00242503,0.185325,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1514,10,26161975,26888716,TRUE,99,2250,7.99623e-05,0.000352406,0.329647,0.125151,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1515,10,26888717,27669566,TRUE,153,2343,0.000240963,NA,0.167071,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1516,10,27669567,28734422,TRUE,260,2787,0.00019136,NA,0.269141,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1517,10,28734423,29393749,TRUE,207,1851,NA,3.61041e-05,NA,0.454312,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
1518,10,29393750,30000223,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1519,10,30000224,30919469,TRUE,239,2291,0.000371566,NA,0.123282,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1520,10,30919470,32457293,TRUE,247,2903,0.00120252,0.000645242,0.000235786,0.0925364,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1521,10,32457294,33655458,TRUE,206,3258,0.00121981,NA,7.77189e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1522,10,33655459,35178224,TRUE,361,3079,0.00331045,NA,1.69216e-13,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1523,10,35178225,36475838,TRUE,174,2290,0.000969074,0.000237917,0.0005941,0.269352,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1524,10,36475839,37561443,TRUE,188,2418,8.27099e-05,0.000485374,0.369326,0.124771,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1525,10,37561444,38566460,TRUE,40,2142,0.000117167,3.62405e-05,0.192902,0.397584,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1526,10,38566461,42392742,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1527,10,42392743,42984427,TRUE,15,367,5.46497e-05,0.000210844,0.231714,0.0530554,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1528,10,42984428,43769842,TRUE,129,2161,5.42319e-05,NA,0.390327,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
