locus	chr	start	stop	phen	h2.obs	h2.latent	ascertained	p
1165	7	71215742	73128830	ASD	5.85558e-05	9.43109e-05	FALSE	0.446554
1165	7	71215742	73128830	SCZ	0.000821941	0.00131643	FALSE	5.66811e-05
1166	7	73128831	75243899	ASD	0.000191887	0.000309056	FALSE	0.338825
1166	7	73128831	75243899	SCZ	0.000242877	0.000388994	FALSE	0.0866571
1167	7	75243900	76451928	SCZ	2.30012e-05	3.68389e-05	FALSE	0.435383
1169	7	77663965	78685009	ASD	0.000256041	0.000412384	FALSE	0.319836
1169	7	77663965	78685009	SCZ	0.000701816	0.00112403	FALSE	0.000660978
1170	7	78685010	80055721	SCZ	0.000603902	0.000967215	FALSE	0.000763063
1171	7	80055722	81533566	SCZ	7.28215e-05	0.000116632	FALSE	0.358225
1172	7	81533567	82759283	ASD	0.00024587	0.000396002	FALSE	0.323776
1172	7	81533567	82759283	SCZ	0.000628969	0.00100736	FALSE	0.00173221
1173	7	82759284	83953009	SCZ	0.000335636	0.000537558	FALSE	0.0338799
1174	7	83953010	85356715	SCZ	0.000576353	0.000923092	FALSE	0.000329719
1175	7	85356716	86446538	ASD	5.28263e-05	8.50829e-05	FALSE	0.425184
1175	7	85356716	86446538	SCZ	0.000681993	0.00109229	FALSE	2.56139e-06
1176	7	86446539	87836641	SCZ	0.00141261	0.00226245	FALSE	5.18998e-13
1177	7	87836642	89330087	SCZ	0.000426322	0.000682801	FALSE	0.0144028
1178	7	89330088	90660831	SCZ	0.000290708	0.000465601	FALSE	0.0369658
1179	7	90660832	92530165	SCZ	0.000595334	0.000953492	FALSE	0.00209627
1180	7	92530166	93691725	ASD	8.19564e-05	0.000132	FALSE	0.421961
1180	7	92530166	93691725	SCZ	8.98646e-05	0.000143928	FALSE	0.296289
1181	7	93691726	95174847	SCZ	0.000453394	0.000726161	FALSE	0.0114416
1182	7	95174848	96564981	ASD	9.07585e-05	0.000146177	FALSE	0.420819
1182	7	95174848	96564981	SCZ	0.000198961	0.000318658	FALSE	0.14438
1184	7	97420208	98173564	SCZ	0.000259923	0.000416295	FALSE	0.0297327
1185	7	98173565	99465540	SCZ	0.000295592	0.000473423	FALSE	0.0401794
1186	7	99465541	100849307	SCZ	0.000545511	0.000873695	FALSE	0.00271282
1187	7	100849308	101950748	SCZ	0.000289424	0.000463544	FALSE	0.0784016
1188	7	101950749	103191322	ASD	7.89566e-06	1.27169e-05	FALSE	0.476469
1188	7	101950749	103191322	SCZ	0.000189104	0.00030287	FALSE	0.0852119
1189	7	103191323	104109231	SCZ	0.000314559	0.000503801	FALSE	0.0405206
1190	7	104109232	105312563	ASD	9.32733e-05	0.000150227	FALSE	0.421763
1190	7	104109232	105312563	SCZ	0.00101982	0.00163336	FALSE	1.40829e-06
1191	7	105312564	106399739	SCZ	0.000647279	0.00103669	FALSE	0.00364146
1192	7	106399740	107658603	ASD	0.000120344	0.000193828	FALSE	0.400412
1192	7	106399740	107658603	SCZ	0.000228577	0.00036609	FALSE	0.116451
1193	7	107658604	109095558	ASD	0.000226976	0.000365571	FALSE	0.330296
1193	7	107658604	109095558	SCZ	0.000648114	0.00103803	FALSE	0.000980755
1194	7	109095559	110479479	ASD	6.61947e-05	0.000106614	FALSE	0.443769
1194	7	109095559	110479479	SCZ	0.000551239	0.00088287	FALSE	0.00523244
1195	7	110479480	111795299	SCZ	0.00125217	0.00200549	FALSE	2.73176e-09
1196	7	111795300	113339386	ASD	0.000134475	0.000216588	FALSE	0.38586
1196	7	111795300	113339386	SCZ	0.000404995	0.000648644	FALSE	0.0170034
1197	7	113339387	115321301	ASD	0.000132602	0.000213571	FALSE	0.395388
1197	7	113339387	115321301	SCZ	0.000847479	0.00135733	FALSE	4.69092e-05
1198	7	115321302	116835336	SCZ	0.000266846	0.000427383	FALSE	0.0799
1199	7	116835337	118342090	SCZ	7.51855e-05	0.000120418	FALSE	0.310789
1200	7	118342091	119568236	SCZ	0.000188552	0.000301987	FALSE	0.0437482
1201	7	119568237	121042050	SCZ	0.000442965	0.000709457	FALSE	0.00418176
1202	7	121042051	121946052	SCZ	0.000306651	0.000491136	FALSE	0.0215283
1203	7	121946053	123859746	ASD	0.000527883	0.000850216	FALSE	0.180177
1203	7	121946053	123859746	SCZ	0.000733951	0.0011755	FALSE	0.000506996
1204	7	123859747	125389586	ASD	0.000282975	0.000455764	FALSE	0.259902
1204	7	123859747	125389586	SCZ	0.000308709	0.000494432	FALSE	0.0338026
1205	7	125389587	126640872	SCZ	0.000802133	0.0012847	FALSE	2.30173e-06
1206	7	126640873	127903738	ASD	0.000535223	0.000862039	FALSE	0.138606
1206	7	126640873	127903738	SCZ	0.000624565	0.00100031	FALSE	0.000564508
1207	7	127903739	128779173	ASD	0.000338362	0.00054497	FALSE	0.223395
1207	7	127903739	128779173	SCZ	0.000257887	0.000413034	FALSE	0.0610356
1208	7	128779174	130418704	ASD	0.000946498	0.00152445	FALSE	0.0679269
1208	7	128779174	130418704	SCZ	0.000396089	0.00063438	FALSE	0.0420046
1209	7	130418705	131856481	SCZ	0.00104108	0.00166741	FALSE	2.43108e-05
1210	7	131856482	133807216	ASD	0.00064311	0.0010358	FALSE	0.149053
1210	7	131856482	133807216	SCZ	0.000934633	0.00149692	FALSE	5.20682e-05
1211	7	133807217	134943221	SCZ	0.000769991	0.00123322	FALSE	4.34117e-05
1212	7	134943222	136113467	SCZ	0.000507034	0.00081207	FALSE	0.00880599
1213	7	136113468	137657459	SCZ	0.000757018	0.00121245	FALSE	0.00024371
1214	7	137657460	138755107	ASD	0.000443307	0.000713997	FALSE	0.228846
1214	7	137657460	138755107	SCZ	0.000520297	0.000833313	FALSE	0.0105938
1215	7	138755108	140217630	ASD	0.000421824	0.000679396	FALSE	0.246358
1215	7	138755108	140217630	SCZ	0.000406373	0.00065085	FALSE	0.0389435
1216	7	140217631	142098979	ASD	0.000417516	0.000672459	FALSE	0.226636
1216	7	140217631	142098979	SCZ	0.00101675	0.00162844	FALSE	3.07424e-06
1217	7	142098980	144324464	ASD	0.000535279	0.000862129	FALSE	0.163849
1217	7	142098980	144324464	SCZ	0.000114947	0.000184101	FALSE	0.273294
1218	7	144324465	145415775	ASD	0.000129187	0.00020807	FALSE	0.384481
1218	7	144324465	145415775	SCZ	0.000241642	0.000387016	FALSE	0.085525
1219	7	145415776	146574327	SCZ	0.000285522	0.000457295	FALSE	0.047019
1220	7	146574328	147352171	ASD	0.000395813	0.000637503	FALSE	0.176006
1220	7	146574328	147352171	SCZ	0.000443376	0.000710116	FALSE	0.00351999
1221	7	147352172	148622913	SCZ	0.000477179	0.000764255	FALSE	0.0169929
1222	7	148622914	149842999	SCZ	0.000411803	0.000659548	FALSE	0.0166708
1223	7	149843000	150897818	SCZ	9.98973e-05	0.000159996	FALSE	0.289841
1226	7	153241229	154407487	SCZ	0.00044108	0.000706439	FALSE	0.018798
1227	7	154407488	155280610	SCZ	0.000643165	0.0010301	FALSE	0.00328072
1228	7	155280611	156344386	SCZ	0.000378509	0.000606224	FALSE	0.0578704
1229	7	156344387	157199331	SCZ	0.000263273	0.00042166	FALSE	0.0711452
1230	7	157199332	158031247	ASD	1.03651e-06	1.66943e-06	FALSE	0.489685
1230	7	157199332	158031247	SCZ	0.000345561	0.000553454	FALSE	0.0566731
1231	7	158031248	159128566	SCZ	0.000253343	0.000405756	FALSE	0.101353
1232	8	11740	660414	ASD	0.000569172	0.000916717	FALSE	0.127713
1232	8	11740	660414	SCZ	0.000347221	0.000556113	FALSE	0.0301988
1233	8	660415	1161824	ASD	0.000300521	0.000484024	FALSE	0.27181
1233	8	660415	1161824	SCZ	0.00085145	0.00136369	FALSE	1.55917e-05
1234	8	1161825	1628039	SCZ	0.000886992	0.00142062	FALSE	2.16956e-05
1235	8	1628040	2070902	SCZ	0.000200449	0.000321041	FALSE	0.17048
1236	8	2070903	2396122	SCZ	0.000372223	0.000596155	FALSE	0.00464198
1237	8	2396123	2970491	SCZ	0.000566387	0.00090713	FALSE	0.00538565
1238	8	2970492	3386667	ASD	0.000329044	0.000529964	FALSE	0.273879
1238	8	2970492	3386667	SCZ	0.000818786	0.00131138	FALSE	9.35334e-05
1239	8	3386668	3787248	SCZ	0.000425403	0.000681329	FALSE	0.0262917
1240	8	3787249	4273083	SCZ	0.000851277	0.00136341	FALSE	0.000519201
1241	8	4273084	4893120	SCZ	0.000772729	0.00123761	FALSE	0.00229368
1242	8	4893121	5566269	SCZ	0.000472094	0.000756111	FALSE	0.0213486
1243	8	5566270	6019163	SCZ	0.00047223	0.000756328	FALSE	0.00598157
1244	8	6019164	6663427	SCZ	8.65952e-05	0.000138692	FALSE	0.343466
1245	8	6663428	8064600	ASD	0.000400746	0.000645448	FALSE	0.18262
1245	8	6663428	8064600	SCZ	0.000474382	0.000759774	FALSE	0.00287592
1246	8	8064601	8589770	ASD	8.08743e-06	1.30258e-05	FALSE	0.479833
1246	8	8064601	8589770	SCZ	0.000413019	0.000661495	FALSE	0.00728209
1247	8	8589771	9167795	ASD	0.000484998	0.000781145	FALSE	0.163709
1247	8	8589771	9167795	SCZ	0.000320468	0.000513265	FALSE	0.0407429
1248	8	9167796	9835863	SCZ	0.000851363	0.00136355	FALSE	2.55642e-06
1249	8	9835864	10478851	ASD	0.000479847	0.00077285	FALSE	0.191622
1249	8	9835864	10478851	SCZ	0.000731572	0.00117169	FALSE	0.000315854
1250	8	10478852	11466761	ASD	0.000794675	0.00127992	FALSE	0.0806812
1250	8	10478852	11466761	SCZ	0.000349399	0.0005596	FALSE	0.0446571
1251	8	11466762	12296849	SCZ	4.10758e-05	6.57874e-05	FALSE	0.388955
1252	8	12296850	12947935	ASD	7.65283e-05	0.000123258	FALSE	0.408839
1252	8	12296850	12947935	SCZ	0.000340554	0.000545435	FALSE	0.011229
1253	8	12947936	13395051	SCZ	9.75026e-05	0.000156161	FALSE	0.242543
1254	8	13395052	13948095	ASD	0.000311595	0.000501861	FALSE	0.257437
1254	8	13395052	13948095	SCZ	0.000429658	0.000688145	FALSE	0.0101744
1255	8	13948096	14389305	ASD	1.99222e-05	3.20871e-05	FALSE	0.465578
1255	8	13948096	14389305	SCZ	0.000573051	0.000917804	FALSE	0.000155547
1256	8	14389306	14872767	SCZ	0.000369283	0.000591448	FALSE	0.0139739
1257	8	14872768	15359692	SCZ	0.000607072	0.000972293	FALSE	0.000341824
1258	8	15359693	15999328	ASD	0.000761872	0.00122708	FALSE	0.0714488
1258	8	15359693	15999328	SCZ	0.000627678	0.0010053	FALSE	0.000712474
1259	8	15999329	16988030	SCZ	7.50987e-06	1.20279e-05	FALSE	0.474571
1260	8	16988031	17492672	SCZ	0.000282553	0.000452539	FALSE	0.0660291
1261	8	17492673	17947004	SCZ	3.31795e-05	5.31406e-05	FALSE	0.39707
1262	8	17947005	18668609	ASD	0.000148906	0.000239831	FALSE	0.391303
1262	8	17947005	18668609	SCZ	0.000438154	0.000701751	FALSE	0.0230078
1263	8	18668610	19488888	SCZ	0.000570916	0.000914384	FALSE	0.00690635
1264	8	19488889	20135628	SCZ	0.000801339	0.00128343	FALSE	9.48228e-05
1265	8	20135629	20812107	ASD	6.0065e-05	9.67417e-05	FALSE	0.439694
1265	8	20135629	20812107	SCZ	0.000175341	0.000280827	FALSE	0.157995
1266	8	20812108	21650453	ASD	0.000812586	0.00130876	FALSE	0.0734204
1266	8	20812108	21650453	SCZ	0.000473348	0.000758119	FALSE	0.0109812
1267	8	21650454	22895018	ASD	0.000260926	0.000420251	FALSE	0.335379
1267	8	21650454	22895018	SCZ	0.000261469	0.000418772	FALSE	0.128939
1268	8	22895019	23788494	SCZ	0.000176024	0.000281921	FALSE	0.192963
1269	8	23788495	24863243	ASD	0.000591522	0.000952715	FALSE	0.115765
1269	8	23788495	24863243	SCZ	0.00054856	0.000878579	FALSE	0.00224871
1270	8	24863244	25859277	SCZ	0.000216564	0.000346852	FALSE	0.127136
1271	8	25859278	26679135	SCZ	0.000544281	0.000871725	FALSE	0.00425689
1272	8	26679136	27406511	ASD	0.000408573	0.000658055	FALSE	0.178259
1272	8	26679136	27406511	SCZ	0.000452831	0.000725258	FALSE	0.00420538
1273	8	27406512	28344176	SCZ	0.000631638	0.00101164	FALSE	0.000840706
1274	8	28344177	29744540	SCZ	0.000330805	0.00052982	FALSE	0.0549452
1275	8	29744541	31134786	SCZ	8.94104e-05	0.000143201	FALSE	0.296317
1276	8	31134787	32454962	SCZ	0.00125765	0.00201427	FALSE	4.69872e-09
1277	8	32454963	33982537	SCZ	0.00115565	0.0018509	FALSE	2.0127e-08
1278	8	33982538	34792220	SCZ	0.00057648	0.000923296	FALSE	2.37993e-05
1279	8	34792221	36641174	SCZ	0.000554737	0.000888472	FALSE	0.00133649
1280	8	36641175	38803980	ASD	0.000184646	0.000297394	FALSE	0.389389
1280	8	36641175	38803980	SCZ	0.00071245	0.00114107	FALSE	0.00349799
1281	8	38803981	40179577	SCZ	1.32213e-05	2.11753e-05	FALSE	0.461715
1282	8	40179578	40974254	ASD	0.000102194	0.000164596	FALSE	0.400928
1282	8	40179578	40974254	SCZ	0.000352669	0.000564839	FALSE	0.0205452
1283	8	40974255	41725002	SCZ	0.000157932	0.000252946	FALSE	0.18314
1284	8	41725003	43825633	SCZ	0.000405802	0.000649936	FALSE	0.012339
1285	8	43825634	49044813	ASD	0.000369142	0.000594546	FALSE	0.0911407
1285	8	43825634	49044813	SCZ	0.000130174	0.000208488	FALSE	0.0941236
1286	8	49044814	50288660	ASD	0.000427037	0.000687793	FALSE	0.151082
1286	8	49044814	50288660	SCZ	0.00017242	0.000276149	FALSE	0.123937
1288	8	51461456	52326236	SCZ	0.000360389	0.000577203	FALSE	0.00281666
1289	8	52326237	53108910	SCZ	0.000206448	0.000330648	FALSE	0.0575527
1290	8	53108911	54119373	SCZ	0.000150319	0.000240752	FALSE	0.151878
1291	8	54119374	55275354	SCZ	9.63074e-05	0.000154247	FALSE	0.265647
1292	8	55275355	56346878	SCZ	0.000231296	0.000370446	FALSE	0.093558
1293	8	56346879	57436722	ASD	0.00043787	0.000705241	FALSE	0.184791
1293	8	56346879	57436722	SCZ	0.000279842	0.000448197	FALSE	0.0607313
1294	8	57436723	58675117	SCZ	0.000549007	0.000879296	FALSE	0.00312382
1295	8	58675118	59555977	ASD	0.000160883	0.000259121	FALSE	0.356133
1295	8	58675118	59555977	SCZ	0.000776301	0.00124333	FALSE	2.00518e-05
1296	8	59555978	60476248	ASD	0.00010805	0.000174028	FALSE	0.392896
1296	8	59555978	60476248	SCZ	0.000366935	0.000587687	FALSE	0.0154662
1297	8	60476249	61324889	SCZ	0.000582388	0.000932758	FALSE	6.35071e-05
1298	8	61324890	62330900	ASD	0.000718188	0.00115673	FALSE	0.0728221
1298	8	61324890	62330900	SCZ	0.00067536	0.00108166	FALSE	0.000194121
1299	8	62330901	63253462	SCZ	0.000426693	0.000683396	FALSE	0.00414446
1300	8	63253463	64215358	SCZ	0.000554002	0.000887295	FALSE	0.000192864
1301	8	64215359	66018204	ASD	0.000212303	0.000341938	FALSE	0.337779
1301	8	64215359	66018204	SCZ	0.0011541	0.00184842	FALSE	6.65505e-08
1302	8	66018205	66960438	SCZ	0.000366099	0.000586348	FALSE	0.00967214
1304	8	68683824	70004665	ASD	2.5858e-05	4.16473e-05	FALSE	0.474051
1304	8	68683824	70004665	SCZ	0.00073366	0.00117504	FALSE	0.000912082
1305	8	70004666	70872088	ASD	0.000391229	0.00063012	FALSE	0.21159
1305	8	70004666	70872088	SCZ	0.000115803	0.000185471	FALSE	0.251836
1306	8	70872089	72013184	SCZ	0.000116029	0.000185833	FALSE	0.204632
1307	8	72013185	72917489	ASD	0.000701584	0.00112998	FALSE	0.11178
1307	8	72013185	72917489	SCZ	0.000174484	0.000279456	FALSE	0.194311
1308	8	72917490	73838027	SCZ	0.000349643	0.000559991	FALSE	0.021429
1309	8	73838028	75011699	SCZ	0.000330376	0.000529133	FALSE	0.0580505
1310	8	75011700	76295483	SCZ	0.000463612	0.000742526	FALSE	0.0116754
1311	8	76295484	77377989	SCZ	0.000571633	0.000915533	FALSE	0.000214769
1312	8	77377990	78633659	ASD	0.00033502	0.000539589	FALSE	0.22047
1312	8	77377990	78633659	SCZ	7.22855e-05	0.000115773	FALSE	0.31498
1313	8	78633660	79756169	SCZ	0.000295043	0.000472543	FALSE	0.0227122
1314	8	79756170	81340231	SCZ	0.000467799	0.000749231	FALSE	0.0168446
1315	8	81340232	82878769	ASD	0.000829977	0.00133677	FALSE	0.0766339
1315	8	81340232	82878769	SCZ	0.00029933	0.00047941	FALSE	0.074958
1317	8	83730338	85116734	SCZ	0.00040884	0.000654802	FALSE	0.00920122
1318	8	85116735	86251870	SCZ	0.00023493	0.000376265	FALSE	0.0429695
1319	8	86251871	87563145	ASD	0.000214675	0.000345759	FALSE	0.270768
1319	8	86251871	87563145	SCZ	0.000189955	0.000304233	FALSE	0.0796629
1320	8	87563146	89081177	SCZ	0.000393073	0.000629549	FALSE	0.0224929
1321	8	89081178	90364149	SCZ	0.000438617	0.000702493	FALSE	0.00516711
1322	8	90364150	91457962	SCZ	0.000435031	0.000696749	FALSE	0.00501309
1323	8	91457963	92876620	SCZ	0.000147565	0.000236341	FALSE	0.154143
1324	8	92876621	94999066	ASD	0.0001248	0.000201005	FALSE	0.414537
1324	8	92876621	94999066	SCZ	0.000538666	0.000862732	FALSE	0.0123016
1325	8	94999067	96175630	SCZ	0.000586925	0.000940025	FALSE	0.0013036
1326	8	96175631	96900513	ASD	0.000874275	0.00140812	FALSE	0.0533248
1326	8	96175631	96900513	SCZ	2.11973e-05	3.39498e-05	FALSE	0.444819
1327	8	96900514	98132519	SCZ	0.000513099	0.000821784	FALSE	0.0049657
1328	8	98132520	99388944	SCZ	0.000477925	0.000765448	FALSE	0.0153245
1329	8	99388945	101448439	ASD	8.14423e-05	0.000131172	FALSE	0.420033
1329	8	99388945	101448439	SCZ	5.99038e-05	9.59425e-05	FALSE	0.352047
1331	8	102548681	103716053	ASD	0.000171951	0.000276947	FALSE	0.374095
1331	8	102548681	103716053	SCZ	0.000818574	0.00131104	FALSE	0.000136559
1332	8	103716054	104467845	ASD	0.000280089	0.000451116	FALSE	0.261438
1332	8	103716054	104467845	SCZ	0.000698787	0.00111918	FALSE	5.17416e-05
1333	8	104467846	105370130	ASD	2.17156e-05	3.49754e-05	FALSE	0.45538
1333	8	104467846	105370130	SCZ	0.000310728	0.000497664	FALSE	0.00663708
1334	8	105370131	106500950	SCZ	0.0003544	0.00056761	FALSE	0.0332968
1335	8	106500951	107787163	ASD	0.000415161	0.000668665	FALSE	0.199752
1335	8	106500951	107787163	SCZ	0.000481985	0.000771951	FALSE	0.00545025
1336	8	107787164	108647463	ASD	0.000553501	0.000891477	FALSE	0.103928
1336	8	107787164	108647463	SCZ	0.000257896	0.000413048	FALSE	0.0533026
1337	8	108647464	109920827	SCZ	0.000350846	0.000561919	FALSE	0.0238222
1338	8	109920828	111207349	SCZ	0.000505902	0.000810258	FALSE	0.00235998
1339	8	111207350	112601513	SCZ	0.000428366	0.000686075	FALSE	0.00113706
1340	8	112601514	113650853	SCZ	0.000525947	0.000842361	FALSE	8.68861e-05
1341	8	113650854	114781574	SCZ	0.000227673	0.000364642	FALSE	0.0233056
1342	8	114781575	115334858	ASD	0.00045838	0.000738275	FALSE	0.0816296
1342	8	114781575	115334858	SCZ	0.000145846	0.000233588	FALSE	0.105144
1343	8	115334859	116094203	ASD	0.000601727	0.000969152	FALSE	0.0319351
1343	8	115334859	116094203	SCZ	0.000316705	0.000507237	FALSE	0.00446474
1344	8	116094204	118300068	ASD	9.65249e-05	0.000155465	FALSE	0.428387
1344	8	116094204	118300068	SCZ	0.000878722	0.00140737	FALSE	9.97255e-05
1345	8	118300069	119423298	SCZ	0.000761261	0.00121924	FALSE	0.000154281
1346	8	119423299	120216587	SCZ	0.000246643	0.000395025	FALSE	0.0591091
1347	8	120216588	121554390	SCZ	0.000780159	0.00124951	FALSE	3.31118e-05
1348	8	121554391	122622804	SCZ	0.000192305	0.000307997	FALSE	0.150204
1349	8	122622805	124001019	SCZ	0.000357826	0.000573097	FALSE	0.0421786
1350	8	124001020	125453322	SCZ	0.00020047	0.000321075	FALSE	0.176854
1351	8	125453323	126766827	SCZ	0.000145791	0.0002335	FALSE	0.242448
1352	8	126766828	128073654	SCZ	7.50333e-06	1.20174e-05	FALSE	0.475885
1353	8	128073655	129291118	ASD	0.00133542	0.00215085	FALSE	0.03184
1353	8	128073655	129291118	SCZ	0.000772313	0.00123694	FALSE	0.00175191
1354	8	129291119	130383563	SCZ	8.34866e-05	0.000133713	FALSE	0.301252
1355	8	130383564	131545725	ASD	0.00028485	0.000458783	FALSE	0.279013
1355	8	130383564	131545725	SCZ	0.000144852	0.000231996	FALSE	0.207354
1356	8	131545726	132534636	SCZ	0.00020632	0.000330444	FALSE	0.144812
1357	8	132534637	133461551	SCZ	0.000597832	0.000957493	FALSE	0.00096234
1358	8	133461552	134509448	SCZ	0.00019742	0.00031619	FALSE	0.180636
1359	8	134509449	135313673	SCZ	0.000317637	0.000508731	FALSE	0.0701874
1360	8	135313674	136220342	ASD	0.000394375	0.000635187	FALSE	0.223938
1360	8	135313674	136220342	SCZ	0.00067805	0.00108597	FALSE	0.000471007
1361	8	136220343	137527617	ASD	0.000258712	0.000416685	FALSE	0.296201
1361	8	136220343	137527617	SCZ	0.000176495	0.000282676	FALSE	0.163401
1362	8	137527618	138564843	SCZ	0.000175767	0.000281511	FALSE	0.147162
1363	8	138564844	139404631	SCZ	0.000182585	0.00029243	FALSE	0.161821
1364	8	139404632	140355988	SCZ	0.0004364	0.000698942	FALSE	0.0108968
1365	8	140355989	141527881	ASD	0.000658717	0.00106094	FALSE	0.142113
1365	8	140355989	141527881	SCZ	0.000215603	0.000345311	FALSE	0.162998
1366	8	141527882	142611889	SCZ	0.000432807	0.000693187	FALSE	0.0219772
1367	8	142611890	143611461	SCZ	0.00108665	0.00174038	FALSE	1.53215e-07
1368	8	143611462	144934288	ASD	0.000475834	0.000766386	FALSE	0.206432
1368	8	143611462	144934288	SCZ	0.00138737	0.00222202	FALSE	3.31831e-09
1369	8	144934289	146303787	SCZ	0.000159706	0.000255786	FALSE	0.149918
1370	9	10469	653661	SCZ	0.000526661	0.000843505	FALSE	0.00144649
1371	9	653662	1103598	ASD	0.000511288	0.000823489	FALSE	0.147694
1371	9	653662	1103598	SCZ	0.000397925	0.00063732	FALSE	0.0147203
1372	9	1103599	1874961	ASD	0.00126246	0.00203334	FALSE	0.0177644
1372	9	1103599	1874961	SCZ	0.000598359	0.000958338	FALSE	0.00310567
1373	9	1874962	2441120	SCZ	0.000128208	0.000205338	FALSE	0.251983
1374	9	2441121	3079045	SCZ	0.000239722	0.000383941	FALSE	0.106006
1375	9	3079046	4025355	SCZ	0.000579733	0.000928506	FALSE	0.00482561
1376	9	4025356	4596614	SCZ	0.000186614	0.000298882	FALSE	0.185269
1377	9	4596615	5437591	SCZ	0.000173315	0.000277583	FALSE	0.168238
1378	9	5437592	6859791	SCZ	0.00103571	0.0016588	FALSE	3.34152e-05
1379	9	6859792	7388202	SCZ	0.000542795	0.000869346	FALSE	0.00223433
1380	9	7388203	8262303	SCZ	0.000463172	0.00074182	FALSE	0.0238371
1382	9	9170121	9920258	SCZ	8.66608e-05	0.000138797	FALSE	0.326692
1383	9	9920259	10675474	ASD	0.00012314	0.000198331	FALSE	0.403366
1383	9	9920259	10675474	SCZ	0.000529717	0.000848399	FALSE	0.00593259
1384	9	10675475	11270764	ASD	0.00053913	0.000868331	FALSE	0.103646
1384	9	10675475	11270764	SCZ	0.000342021	0.000547783	FALSE	0.0157623
1385	9	11270765	12044915	ASD	0.00016522	0.000266107	FALSE	0.309249
1385	9	11270765	12044915	SCZ	0.000289905	0.000464314	FALSE	0.0161286
1386	9	12044916	12664858	SCZ	0.000459999	0.000736739	FALSE	0.00241088
1388	9	13512853	14244747	SCZ	0.000669766	0.0010727	FALSE	0.000621871
1389	9	14244748	14902924	ASD	0.000344418	0.000554726	FALSE	0.275776
1389	9	14244748	14902924	SCZ	0.000839694	0.00134486	FALSE	0.000134605
1390	9	14902925	15839403	ASD	0.000488869	0.000787381	FALSE	0.176515
1390	9	14902925	15839403	SCZ	0.000392753	0.000629037	FALSE	0.0232734
1391	9	15839404	16658377	ASD	9.11304e-05	0.000146776	FALSE	0.425122
1391	9	15839404	16658377	SCZ	8.98865e-05	0.000143963	FALSE	0.318562
1392	9	16658378	17392382	SCZ	0.000282465	0.000452399	FALSE	0.0302117
1393	9	17392383	17990565	SCZ	0.000338659	0.000542399	FALSE	0.0175155
1394	9	17990566	18754196	SCZ	0.000750314	0.00120171	FALSE	0.000168908
1395	9	18754197	19463292	SCZ	0.000289854	0.000464233	FALSE	0.0543923
1396	9	19463293	20483880	ASD	0.000451858	0.00072777	FALSE	0.22048
1396	9	19463293	20483880	SCZ	0.000572568	0.00091703	FALSE	0.00527354
1397	9	20483881	21674032	ASD	0.000631392	0.00101693	FALSE	0.131196
1397	9	20483881	21674032	SCZ	0.000352973	0.000565325	FALSE	0.0437539
1398	9	21674033	23091193	SCZ	0.000703126	0.00112613	FALSE	0.00147435
1399	9	23091194	23859374	ASD	0.000176169	0.000283741	FALSE	0.366666
1399	9	23091194	23859374	SCZ	0.0012541	0.00200857	FALSE	1.96798e-08
1400	9	23859375	24757729	SCZ	0.000236134	0.000378195	FALSE	0.0958323
1401	9	24757730	25957606	ASD	0.000374034	0.000602425	FALSE	0.262202
1401	9	24757730	25957606	SCZ	0.000849245	0.00136016	FALSE	0.000144532
1402	9	25957607	26747214	ASD	0.000205354	0.000330746	FALSE	0.334812
1402	9	25957607	26747214	SCZ	0.0012605	0.00201883	FALSE	1.79466e-09
1403	9	26747215	27366479	SCZ	0.000300618	0.000481472	FALSE	0.0359963
1404	9	27366480	28067454	ASD	0.000368086	0.000592845	FALSE	0.219692
1404	9	27366480	28067454	SCZ	0.000391802	0.000627515	FALSE	0.0158115
1405	9	28067455	28766060	ASD	0.000148572	0.000239293	FALSE	0.374842
1405	9	28067455	28766060	SCZ	0.000548662	0.000878743	FALSE	0.00230995
1406	9	28766061	29596501	ASD	0.000593233	0.000955471	FALSE	0.0772168
1406	9	28766061	29596501	SCZ	0.000236	0.00037798	FALSE	0.057558
1408	9	30410079	31115153	SCZ	0.000156656	0.000250902	FALSE	0.100963
1409	9	31115154	32253283	ASD	0.000190549	0.000306901	FALSE	0.308557
1409	9	31115154	32253283	SCZ	0.000462923	0.000741421	FALSE	0.00162876
1410	9	32253284	33194892	ASD	0.0010932	0.00176073	FALSE	0.0171794
1410	9	32253284	33194892	SCZ	0.000942918	0.00151019	FALSE	1.20621e-06
1411	9	33194893	34704544	SCZ	0.000672621	0.00107728	FALSE	0.000319434
1412	9	34704545	36749273	ASD	1.9591e-05	3.15536e-05	FALSE	0.479741
1412	9	34704545	36749273	SCZ	0.000950276	0.00152197	FALSE	0.000113175
1413	9	36749274	37687112	ASD	6.76922e-05	0.000109026	FALSE	0.439649
1413	9	36749274	37687112	SCZ	0.000185946	0.000297813	FALSE	0.166623
1414	9	37687113	38822977	SCZ	0.000349372	0.000559557	FALSE	0.0430806
1415	9	38822978	43903829	SCZ	4.87672e-05	7.8106e-05	FALSE	0.0546691
1418	9	70939678	72288878	ASD	1.14879e-05	1.85025e-05	FALSE	0.481877
1418	9	70939678	72288878	SCZ	0.000530811	0.000850152	FALSE	0.00676618
1419	9	72288879	73915494	SCZ	0.00111427	0.00178463	FALSE	5.46743e-07
1420	9	73915495	74950318	ASD	0.0004938	0.000795322	FALSE	0.172298
1420	9	73915495	74950318	SCZ	0.000230494	0.000369161	FALSE	0.112028
